job_title,location,company,salary,rating,summary
Database Developer,"Wayne, PA",Intellicomm Inc,"$50,000 - $65,000 a year",,Developing software applications for database management. Bachelor's degree in Database Management or related field. Writing queries and stored procedures.
Business Process Analyst,"Philadelphia, PA",US Department of Defense,"$84,231 - $109,505 a year",4.2,"Substantive skill in written communications to prepare correspondence and briefing materials, document research findings, conduct research studies reporting…"
Data & Reporting Analyst,"Philadelphia, PA 19102 (Rittenhouse area)",Public Health Management Corporation,,3.5,"Planning, developing, and maintaining strategic documentation for business solutions (requirements, models, process flow diagrams, data & metric dictionaries)."
SQL Data Engineer,"Horsham, PA",Piper Companies,,4.5,"Work closely with the data modelers, data analysts, and QA team to ensure that the data is properly loaded into the ODS."
Data Analyst,"Fort Washington, PA",CMC Energy Services,,3.7,Identify database design changes needed to improve efficiency and accuracy of the data. Ensure high quality data is collected and maintain integrity of the data…
Business Analyst,"Philadelphia, PA",Hunter & Michaels,,,CPG factbased Sales / Category Analytics experience to elevate the totality of the business. 4 Weeks of Vacation immediately upon being hired; Full Benefits;…
Business Analyst,"Plymouth Meeting, PA 19462",Exelon Corporation,,4.0,Experience in business case development and ability to effectively present business cases to business unit leadership.
SQL Data Analyst,"Horsham, PA",Piper Companies,,4.5,"3+ years' experience performing data analysis in a data warehouse, data mart, or business intelligence environment. Deep knowledge of data warehouse concepts."
Senior Business Intelligence Analyst-Remote OK,"Philadelphia, PA 19120 (Olney area)",Splunk,,4.1,12+ years of Business Intelligence Architecture experience and data warehouse database technology expertise. You understand how data analytics development teams…
Summer Internship - Research - Empirical Macro Economics Analyst,"Philadelphia, PA 19106 (Old City area)",Federal Reserve Bank of Philadelphia,,4.3,"Students majoring in Economics, Statistics, or related field will be considered. Use a database on U.S. campaign contributions to identify the ideological…"
Environmental Scientist or Engineer,"King of Prussia, PA 19406",Tetra Tech,,3.8,"Working collaboratively with and under the supervision of a senior scientist, senior engineer or project manager, you will provide support for environmental…"
Data Science Research Specialist,"Wawa, PA",Wawa,,4.0,"This role also works with technology teams to enable and operationalize new big data platforms, data models and tools supporting our data strategy."
Research and Data Associate,"Philadelphia, PA 19102 (Rittenhouse area)",Public Health Management Corporation,,3.5,"Contributes to research and data products including reports, data briefs, charts, presentations, and manuscripts."
Data Analyst,"Philadelphia, PA",Piper Companies,,4.5,5+ years’ experience as a data analyst in the healthcare industry. Provide data analytics expertise to improve and enhance programs and drive data aggregation.
Data Analyst,"Philadelphia, PA",VISTA Technology Services,,5.0,Collect and compile Configuration Overhaul Planning (COP) data for determination of a need for interim spares on board for HM&E equipment being installed.
Database Engineer,"West Chester, PA 19380",Moody's Corporation,,3.7,"Develop innovative data products from large data sets. Applying analytical skills to interpret business functions, understand functional requirements, and…"
Business Intelligence/GIS Developer Analyst,"Philadelphia, PA 19107 (Center City area)",City of Philadelphia,,4.0,"Experience providing training, presentations or seminars. Proficiency using ESRI ArcGIS 10 software suite and/or ArcGIS Pro for editing, data creation, analysis…"
Criminal Analyst and Forensic Accountant – Economic Crimes Unit,"Philadelphia, PA 19107 (City Center East area)",Philadelphia District Attorney's Office,,4.1,Writing investigative reports using data and other gathered intelligence. The Criminal Analyst and Forensic Accountant assist with the technical analysis of…
Data Developer,"Wayne, PA",DLL Group,,4.2,"Preparing data for analysis through data manipulation, data wrangling or ELT. Building and maintaining the ELT data mapping jobs."
Data Engineer,"Philadelphia, PA",Slalom Consulting,,3.7,"Technical experience and knowledge in Cloud Data Warehousing, data migration, data transformation, and/or database architecture."
Data Engineer W/ Scala,"Philadelphia, PA 19019 (Somerton area)",Cognizant Technology Solutions,,3.9,Perform sampling of data to understand the character/ quality of the data (project dependent in the absence of data analyst or designer).
Data Services Analyst,"Berwyn, PA","Envestnet Asset Management, Inc",,,Communicates with money management firms and data providers in order to collect and maintain data. Escalate issues to Sr. Product Data Analyst or Supervisor and…
Research Analyst Part-Time,"Philadelphia, PA 19106 (Old City area)",Federal Reserve Bank of Philadelphia,,4.3,"Coordinates research projects and directs activities of research assistants, analysts and other staff, as assigned. Full-time / Part-time Part-time."
Business Systems Support Analyst,"Philadelphia, PA 19154 (Torresdale area)",Arbill Industries Inc,,,"Document requirements with flowcharts, data models, and project timelines for both business-users and technical staff/partners."
Research Scientist- Liver,"Philadelphia, PA 19104 (University City area)",Spark Therapeutics,,3.4,Initiate and manage external research collaborations with contract research organizations and academic investigators in a diverse array of scientific…
Data Engineer,"Camden, NJ",NFI Industries,,3.2,"Knowledge of data management, data integration and database development technologies and processes. Proficiency with data profiling and data migration."
Business Analyst - Operations,"Philadelphia, PA 19113",AmeriHealth Caritas,,3.3,3-5 years of previous business analysis or system analysis experience in an operations environment. Bachelor’s Degree or equivalent experience required.
Database Engineer,"Wayne, PA 19087",AssetWorks,,3.5,Experience in database design and development for business intelligence reports. At least one year of software programming or other similar work experience…
"Senior Data Engineer - Opportunity for Working Remotely Wilmington, DE","Wilmington, DE",Carbon Black,,3.6,Drive development of data products in collaboration with data scientists and machine learning engineers. Experience in big data technologies.
Research Scientist,"Philadelphia, PA",Temple University,,4.2,Ability to establish/maintain collaborative relationships with internal and external research staff. Deminstrated ability to report clinical and preclinical…
Business Systems/Data Analyst,"Langhorne, PA 19047",GLORIAN,,,"Develop business flow architecture and processes utilizing established system analysis, business and system process design, and research and implementation…"
Data Operations Analyst,"Wilmington, DE",BlackRock,,3.8,"Bachelor’s Degree is required, with preference to business disciplines such as Finance, Accounting, or Economics, and technical disciplines such as Computer…"
Marketing Data Analyst,"Wilmington, DE",AAA Club Alliance,"$55,500 - $72,000 a year",3.3,"Use data transfer tools to encrypt, compress, and secure data files that are shared and received with 3rd party providers."
Senior Data Engineer - ETL,"Conshohocken, PA 19428",Enverus,,3.6,"Integrate backend data storage including relational database, key-value storage, and document/blob stores. Experience with modern data engineering tools (Spark,…"
Senior Healthcare Data Analyst,"Philadelphia, PA",HealthVerity,,,Consult with clients to understand business requirements and deliver appropriate data analyst solutions to meet their needs.
"Data Engineer, Data Delivery","Philadelphia, PA",HealthVerity,,,Standardizing on common data models across data types. Work with internal stakeholders to understand business needs for data deliveries.
Sr Business Analyst,"Conshohocken, PA 19428",Exelon Corporation,,4.0,"May develop, implement, evaluate or lead projects or initiatives (e.g., business plan or process improvement initiatives). MBA or relevant advanced degree."
Market Research Business Analyst,"Morrisville, PA 19067",MMIT Network,,,"Knowledge of data analytics, a plus. Develop expertise in product capabilities and MMIT data. Bachelor’s Degree or relevant experience required."
Data Engineer,"Wilmington, DE 19809",Berkley,,3.9,Three years of experience as a data engineer or software developer. Support the business and management with clear and insightful analyses of data.
Senior Data Engineer,"Malvern, PA",Vanguard,,3.8,"Minimum of five years data analytics, programming, database administration, or data management experience. Tests data quality and optimizes data availability."
Data Analyst-FT Days- Jefferson Health,"Cherry Hill, NJ 08003","Jefferson - Center City, Philadelphia, PA",,3.9,"¿ Acquire data from primary or sedcondary data sources and maintain databases/data systems. Identify, analyze and interpret trends or patterns in complex data…"
Research Scientist,"Philadelphia, PA 19104 (University City area)",University of Pennsylvania,,4.2,"He/she will play a crucial role in the scientific aspects of the Nudge Unit's research portfolio, including development, implementation and data analysis."
Editor,"Newtown, PA 18940",Law School Admission Council,,3.9,Must be able to enter corrections into the ITEMS database with precision. Must be able to meet 1:1 with test developers to resolve editorial issues effectively.
CTMS - Clinical Data Analyst - eTMF/ Veeva,"Philadelphia, PA",NNIT,,3.8,"Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality."
Senior Data Engineer,"Philadelphia, PA 19112 (Navy Yard area)",GSK,,4.2,Lead and develop sustainable data-driven solutions with current new gen data technologies to meet the needs of our organization and business customers.
Senior Analyst-Business Intelligence and Analytics,"Wilmington, DE",AAA Club Alliance,,3.3,"Works with Business Intelligence (BI) tools and analytic applications that help end users analyze data in a data warehouse, data mart or other data storage…"
Business Insights Developer I,"Fort Washington, PA",Ashfield Commercial & Medical Services,,3.1,"Perform database administration in terms of modifications to the structure, ensuring encryption of sensitive data, manipulating and cleansing data as…"
Data Analyst,"Philadelphia, PA",Techligent Systems,,,"Hadoop and/or Big data solutions. Knowledge of Metadata tagging, data classification, and defining business and technical metadata."
Oracle Database Administrator,"Langhorne, PA 19047",GLORIAN,,,Design backup strategies utilizing RMAN &data-pump. Must have Master's in any science program or Bachelors in any science program & 5 yrs exp in job duties…
Associate Systems Engineer - Data Science,"Blue Bell, PA 19422",Unisys,,3.7,"Learn to work in a team environment – This is a global cross-functional team including data analysts, scientists, and engineers."
Business Analyst (OIPA),"Philadelphia, PA",Equisoft,,,"Translate insurance product requirements into business and functional requirements, and translate insurance business processes, market practices, and other…"
Data Analyst - Strategic Analytics,"Philadelphia, PA 19123 (Northern Liberties area)",goPuff,,2.9,"2+ years of experience in analytics or data science - preferably in fields related to marketing, digital merchandising, or consumer product."
CEC Business/Data Analyst,"Maple Shade, NJ 08052",Holman Automotive,,3.0,Conduct any Ad Hoc data analyses per Vice-President of CEC and/or business managers request. Acquire data from primary or secondary data sources and work with…
Data Analyst - Enterprise,"Philadelphia, PA 19123 (Northern Liberties area)",goPuff,,2.9,Experience collecting business requirements and working with engineering teams to implement data pipelines. Proficiency in R or Python.
"Manager, Analytics Engineering & Business Intelligence","Philadelphia, PA 19123 (Northern Liberties area)",goPuff,,2.9,"7+ years of relevant work experience in analytics engineering, data analytics, business intelligence, data engineering, or related."
Database Engineer,"West Chester, PA 19380",Moody's Corporation,,3.7,"Develop innovative data products from large data sets. Applying analytical skills to interpret business functions, understand functional requirements, and…"
Business Intelligence/GIS Developer Analyst,"Philadelphia, PA 19107 (Center City area)",City of Philadelphia,,4.0,"Experience providing training, presentations or seminars. Proficiency using ESRI ArcGIS 10 software suite and/or ArcGIS Pro for editing, data creation, analysis…"
Criminal Analyst and Forensic Accountant – Economic Crimes Unit,"Philadelphia, PA 19107 (City Center East area)",Philadelphia District Attorney's Office,,4.1,Writing investigative reports using data and other gathered intelligence. The Criminal Analyst and Forensic Accountant assist with the technical analysis of…
Data Developer,"Wayne, PA",DLL Group,,4.2,"Preparing data for analysis through data manipulation, data wrangling or ELT. Building and maintaining the ELT data mapping jobs."
Data Engineer,"Philadelphia, PA",Slalom Consulting,,3.7,"Technical experience and knowledge in Cloud Data Warehousing, data migration, data transformation, and/or database architecture."
Data Engineer W/ Scala,"Philadelphia, PA 19019 (Somerton area)",Cognizant Technology Solutions,,3.9,Perform sampling of data to understand the character/ quality of the data (project dependent in the absence of data analyst or designer).
Data Services Analyst,"Berwyn, PA","Envestnet Asset Management, Inc",,,Communicates with money management firms and data providers in order to collect and maintain data. Escalate issues to Sr. Product Data Analyst or Supervisor and…
Research Analyst Part-Time,"Philadelphia, PA 19106 (Old City area)",Federal Reserve Bank of Philadelphia,,4.3,"Coordinates research projects and directs activities of research assistants, analysts and other staff, as assigned. Full-time / Part-time Part-time."
Business Systems Support Analyst,"Philadelphia, PA 19154 (Torresdale area)",Arbill Industries Inc,,,"Document requirements with flowcharts, data models, and project timelines for both business-users and technical staff/partners."
Research Scientist- Liver,"Philadelphia, PA 19104 (University City area)",Spark Therapeutics,,3.4,Initiate and manage external research collaborations with contract research organizations and academic investigators in a diverse array of scientific…
Data Engineering Intern (June 2021),"Radnor, PA",Lincoln Financial,,3.7,Acquire knowledge of key businesses through enterprise-wide exposure. The experience will allow for direct contributions to the product through mentorship…
"Analyst, Tech","Plymouth Meeting, PA",IQVIA,,3.8,"Performs basic quantitative or qualitative analyses to identify issues and develop solutions. Provides high quality, timely development and on-time input to…"
MS SQL Database administrator,"Mount Laurel, NJ",Cognizant Technology Solutions,,3.9,"Atleast 6+ years of managing MSSQL (Core database) in a large production environment. SQL Server 2017 ( and latest version of MSSQL) install, configure and…"
Public Health Data Analyst,"Pennsauken, NJ 08109",Southern New Jersey Perinatal Cooperative,,3.8,Knowledge of relational database structures and ability to perform queries and retrieve and integrate data from multiple tables and/or sources in SQL.
Senior Data Scientist,"Malvern, PA",Vanguard,,3.8,"Mentors and develops junior data scientists and analysts. Identifies and diagnoses data inconsistencies and errors, documents data assumptions, and forages to…"
Senior Marketing Data Analyst,"Malvern, PA",Vanguard,,3.8,"Mentors, coaches, trains, and develops junior data analysts. Analyzes data, assesses trends and develops actionable insights and recommendations in support of…"
Data Center Engineer - Top Secret (TS),"Valley Forge, PA",Zachary Piper Solutions,"$120,000 - $170,000 a year",4.0,"Work closely with other engineers to support customer project requests. Oversee, troubleshoot, and manage network activity for large enterprise customer data…"
Data & Integration Engineer,"Fort Washington, PA 19034",NewRez,,3.5,Provide end user support to other data engineers and analysts. Experience with Hadoop or other big data technologies. Real time streaming data delivery.
"Wealth Management - Private Bank - AWM Program Analyst - Philadelphia, PA","Philadelphia, PA","JPMorgan Chase Bank, N.A.",,3.9,"Strong research and critical thinking skills, with ability to synthesize and interpret data quickly. Morgan are based on our business needs and the Analyst's…"
Business Analyst,"Mount Laurel, NJ",ARI,,3.8,Technical or financial degrees as well as those focused on business communication are suitable. Derive business insight and develop recommendations using…
AWS Data Analytics Developer,"Malvern, PA",Capgemini,,3.8,"Five years developer or systems analyst experience. Translates technical specifications, and/or design models into code for new or enhancement projects (for…"
Senior Data Engineer,"Horsham, PA",Piper Companies,,4.5,"Work closely with the data modelers, data analysts, and QA team to ensure that the data is properly loaded into the data warehouse."
SR. BUSINESS DATA ANALYST,"Camden, NJ 08103 (Lanning Square area)",Cooper University Health Care,,3.5,Experience in hospital and/or physician business office environment. Performs complex data analysis in support of ad-hoc and standing management or customer…
Research Analyst (Biochemistry/Biophysics),"Upper Providence, PA",PerkinElmer,,3.7,"Laboratory research experience preferably in a quantitative or analytical science. Experience with curve fitting/regression analysis, mathematical modeling, or…"
"Business System Analyst - C65536 4.8 Bala Cynwyd, PA","Bala-Cynwyd, PA",CapB InfoteK,,,Candidate with prior healthcare and data warehousing experience are preferred. This role requires extensive SQL experience in writing complex queries across…
"CWM - Marcus by Goldman Sachs – Business Analytics – Analyst/Associate – Wilmington, Delaware","Wilmington, DE 19801 (Midtown Brandywine area)",Goldman Sachs,,4.0,"Help create a culture of data driven decision making across the business. Bachelor or Advance degree in quantitative areas like Applied Math, Statistics,…"
Data Center Engineer - Top Secret (TS),"Valley Forge, PA",Zachary Piper Solutions,"$120,000 - $170,000 a year",4.0,"Work closely with other engineers to support customer project requests. Oversee, troubleshoot, and manage network activity for large enterprise customer data…"
Data & Integration Engineer,"Fort Washington, PA 19034",NewRez,,3.5,Provide end user support to other data engineers and analysts. Experience with Hadoop or other big data technologies. Real time streaming data delivery.
"Wealth Management - Private Bank - AWM Program Analyst - Philadelphia, PA","Philadelphia, PA","JPMorgan Chase Bank, N.A.",,3.9,"Strong research and critical thinking skills, with ability to synthesize and interpret data quickly. Morgan are based on our business needs and the Analyst's…"
Business Analyst,"Mount Laurel, NJ",ARI,,3.8,Technical or financial degrees as well as those focused on business communication are suitable. Derive business insight and develop recommendations using…
AWS Data Analytics Developer,"Malvern, PA",Capgemini,,3.8,"Five years developer or systems analyst experience. Translates technical specifications, and/or design models into code for new or enhancement projects (for…"
Senior Data Engineer,"Horsham, PA",Piper Companies,,4.5,"Work closely with the data modelers, data analysts, and QA team to ensure that the data is properly loaded into the data warehouse."
SR. BUSINESS DATA ANALYST,"Camden, NJ 08103 (Lanning Square area)",Cooper University Health Care,,3.5,Experience in hospital and/or physician business office environment. Performs complex data analysis in support of ad-hoc and standing management or customer…
Research Analyst (Biochemistry/Biophysics),"Upper Providence, PA",PerkinElmer,,3.7,"Laboratory research experience preferably in a quantitative or analytical science. Experience with curve fitting/regression analysis, mathematical modeling, or…"
"Business System Analyst - C65536 4.8 Bala Cynwyd, PA","Bala-Cynwyd, PA",CapB InfoteK,,,Candidate with prior healthcare and data warehousing experience are preferred. This role requires extensive SQL experience in writing complex queries across…
Principal Data Engineer,"Camden, NJ",NFI Industries,,3.2,"Provide technical guidance and support to developers, data engineers, and data administrators. Translate business needs into long-term data architecture…"
Credit Analyst,"Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)",HUNTINGDON VALLEY BANK,,2.9,"Analyzes credit data to estimate degree of risk involved in extending credit or lending money. Analyze loan data on new, renewal, and existing business loans…"
Research Engineer,"Audubon, PA",Globus Medical,,3.4,"The employee is occasionally required to sit; climb or balance; and stoop, kneel, crouch or crawl. The employee must frequently lift and/or move up to 10 pounds…"
Sales Reporting Analyst,"Philadelphia, PA 19103 (Logan Square area)",Independence Blue Cross,,3.8,Create/run SQL reports in data warehouse. Collaborate with senior management and prepare accurate membership forecast for multiple lines of business.
"Development Associate, Corporation and Foundation Relations","Philadelphia, PA 19107 (City Center East area)","Jefferson - Center City, Philadelphia, PA",,3.9,Familiarity with fundraising or related experience is desirable. Through activities related to identifying and disseminating research opportunities and…
Program Records Analyst,"Philadelphia, PA 19107 (City Center East area)",Mental Health Partnerships,$19.23 an hour,3.9,"Reports known conduct taken by any MHP employee (including self) which violates any MHP policy or law on which you have been trained, or should know of, such as…"
Workday Integration Analyst/Developer,"Philadelphia, PA 19104 (University City area)",University of Pennsylvania,,4.2,"Core HR, Retirement, and/or Benefit business knowledge. Analyze data and draw appropriate conclusions. Consult with clients to understand and document business…"
Data Analyst,"Cherry Hill, NJ",Bancroft NeuroHealth,,3.1,"The Data Analyst collaborates with system administrators, business analysts, data owners and stewards, and other data analysts to build reports and dashboards…"
