job_title,location,company,salary,rating,summary
Business Intelligence Data Analyst,"Austin, TX 78758 (North Austin area)",Pitney Bowes,,3.6,Must have hands-on experience in data modeling: statistical or quant. Utilize data visualization software products to enhance understanding of data analyses.
Business Intelligence Consultant,"Austin, TX 78704 (Bouldin area)",City of Austin,$31.47 - $40.91 an hour,4.1,Troubleshoots reported data loads or reconciliation inconsistencies in conjunction with the sites for data models and/or reports.
Operations Research Analyst,"Austin, TX (Downtown area)",Facebook,,4.2,"Build/maintain data infrastructure (data pipelines, aggregated data sets, reports, dashboards) to monitor the performance of our operations and drive business…"
Cloud Data Engineer,"Austin, TX",Ursi Technologies Inc,"$76,185 - $154,901 a year",,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. Working knowledge of message queuing, stream processing, and highly…"
Data Scientist,"Austin, TX 78751",Digital Pharmacist,,5.0,"M.S. in quantitative discipline (Computer Science, Machine Learning, Statistics, Operations Research or related field) with 2+ years experience applying data…"
IT Data Architect (ETL Developer and Administrator),"Austin, TX 78704 (Bouldin area)",City of Austin,$37.12 - $49.18 an hour,4.1,"Extensive experience developing data-centric applications and/or large-scale data integrations and transformations using ETL toolsets, SQL and/or other database…"
"SW Engineer, Research (83061)","Austin, TX","Advanced Micro Devices, Inc.",,3.8,"B.S. in computer science, computer engineering, or equivalent experience as a software developer. Familiar with at least one other major language or framework …"
Data Entry Specialist,"Austin, TX 78727",CONSOLIDATED REINFORCEMENT,"$40,000 - $50,000 a year",3.6,1+ years’ experience performing data analysis or data entry. Log all new job information into database daily. Willing to cross train with other departments.
Research Analyst,"Austin, TX 78701 (Downtown area)",Vista Equity Partners Management,,,"Domo, Tableau, or other data analytics and visualization experience preferred. Manage and optimize Vista’s research vendor relationships."
Location Intelligence (GIS) Analyst,"Austin, TX 78735",The Retail Strategy,"$50,000 - $60,000 a year",,"Retailer or Franchise mapping experience. Understanding of cell phone data platforms. The role demands strong technical knowledge of designing, developing and…"
Data Analyst,"Austin, TX",Everlywell,,2.5,Perform strategic data analysis and research to support business needs. The data analyst will work both independently and with business stakeholders to analyze…
Data Analyst,"Austin, TX",Celsius,,3.6,"Continuously work to Integrate new data sources and increase data quality, integrity, and cleanliness from existing data sources."
Business Analyst - SQL & Excel Analysis,"Austin, TX",The Teltech Group,"$90,000 - $104,960 a year",,"Documents relevant data reporting elements. Queries, analyzes, and provides data. Ability to quickly and clearly communicate technical information to non…"
Data Warehouse Developer (1285),"Austin, TX 78701 (Downtown area)",Employees Retirement System of Texas,"$7,000 - $8,167 a month",3.7,"Works closely with business SMEs to reverse engineer the rules that govern business processes, corresponding data streams, and associated source systems."
Data Integrity Analyst,"Austin, TX 78758 (North Austin area)",woom bikes,,,Load data into inventory analysis database. Gather necessary data needed for new part creation (or parts edits). Process previous day’s fulfilment.
"Business Systems Analyst, Business Intelligence and Analytics","Austin, TX (Downtown area)",Google,,4.3,Closely collaborate with business users to translate data requirements into clearly defined technical requirements.
Data Analyst,,PayPal,,3.9,Proficiency in Python and/or R for data analysis. Some experience in cloud data warehouse technologies like Google Big query or AWS Redshift.
Business Analyst,"Austin, TX 78741 (Pleasant Valley area)",Falcontek,"$90,000 - $109,000 a year",,"A Bachelor’s Degree in Operations Research, Mathematics, Computer Science, Cost Accounting or related scientific or technical discipline with 5 years of…"
Emerging Operations Analyst,"Austin, TX 78731",Indeed,$19.23 - $25.00 an hour,4.3,"Analytics experience on data from a diverse array of data sources, and the ability to synthesize and visualize data for making timely decisions and developing…"
Business Intelligence Analyst - SQL Server,"Austin, TX 78741 (Parker Lane area)",ZVRS,,3.6,Experience with call center and/or telecom data is a plus. This position is responsible for analyzing data that is used by the business to ensure these concepts…
"Data Scientist - Job Seeker, Invitation Quality","Austin, TX 78731",Indeed,"Up to $128,000 a year",4.3,"Passion to answer Product/Engineering questions with data. Have full stack experience in data collection, aggregation, analysis, visualization,…"
Business Intelligence Systems Analyst,"Austin, TX",Steck Systems,,,
Business Intelligence Analyst - SQL Server,"Austin, TX 78741 (Parker Lane area)",ZVRS,,3.6,Experience with call center and/or telecom data is a plus. This position is responsible for analyzing data that is used by the business to ensure these concepts…
"Data Scientist - Job Seeker, Invitation Quality","Austin, TX 78731",Indeed,"Up to $128,000 a year",4.3,"Passion to answer Product/Engineering questions with data. Have full stack experience in data collection, aggregation, analysis, visualization,…"
Data Analyst,,PayPal,,3.9,Proficiency in Python and/or R for data analysis. Some experience in cloud data warehouse technologies like Google Big query or AWS Redshift.
Business Intelligence Systems Analyst,"Austin, TX",Steck Systems,,,
Financial and Operations Business Analyst,"Austin, TX",Knock,,3.7,3+ years as a business analyst or similar role integrating large data sets from various sources and converting it into digestible dashboards and metrics.
Business Analyst,"Austin, TX 78701 (Downtown area)",Amer Technology Inc,$60 - $65 an hour,3.2,"Documents relevant data reporting elements. Queries, analyzes, and provides data. Ability to quickly and clearly communicate technical information to non…"
Senior Business Operations Analyst,"Austin, TX 78746",BazaarVoice,,3.8,Partner with team business intelligence analysts to serve as central points of contact and the source of truth for critical business information.
Database Analyst (Data Base Administrator II-IV 21-0180),"Austin, TX 78701 (Downtown area)",OFFICE OF THE ATTORNEY GENERAL,"$4,301 - $7,500 a month",4.0,"Supports data analytics and business intelligence systems. Experience: Two years building data models, database design, and data extraction."
Strategic Data Analyst,"Austin, TX",Acrisure Technology Group,,,Use research insights to help drive overall data strategy and our underlying systematic approach to data acquisition measurement.
Business Analyst,"Austin, TX 78701 (Downtown area)","GB Tech, Inc",,3.7,"Documents relevant data reporting elements. Queries, analyzes, and provides data. The position is the FND program liaison with TDA’s Information Technology (IT)…"
"Data Analyst, Enterprise","Austin, TX",One Drop,,,"3+ years experience in a data or business analyst role, building data models and analytics visualizations. This role seeks to develop solutions by automating…"
Competitive Intelligence Analyst,"Austin, TX 78703 (Downtown area)",Whole Foods Market,,3.8,"Turn and translate big data into meaningful insights and/or business recommendations. 1+ years of experience in Data Science, Business Analytics, Business…"
"Data Scientist, ML Engineering - Duo Security","Austin, TX 78759 (Arboretum area)",Cisco Systems,,4.1,"Formal training in ML, statistics, or data science research. Comfort wrangling data and interacting with data pipelines and data warehouses."
Strategy Analyst,"Austin, TX 78731",Indeed,"$62,000 - $80,000 a year",4.3,Savvy in data analysis and problem-solving. Strong business acumen and structured thinking with a global perspective; international experience is preferred.
Data Scientist Intern,"Austin, TX 78701 (Downtown area)",Silicon Labs,,4.3,"Interaction with data sources and working with data lakes. Collaborate with our Marketing and IT business intelligence team to drive analytics, give updates to…"
Data Intelligence Analyst,"Austin, TX 78758 (North Burnett area)",Health & Human Services Comm,"$4,599 - $6,066 a month",3.4,"Data research work consists primarily of case-specific research, data collection and analysis. Knowledge of or familiarity with social science research methods,…"
"Data Scientist, Analytics","Austin, TX (Downtown area)",Facebook,,4.2,"Experience manipulating data sets through statistical software (e.g. R, SAS) or other methods. Apply your expertise in quantitative analysis, data mining, and…"
Data Analyst,"Austin, TX",Arrive Logistics,,3.0,"Expert with Excel, SQL, SSRS and Power BI or other data visualization tools. Data validation and researching data discrepancies. In This Role, You Will:"
Business Analyst,"Austin, TX",General Motors,,4.1,In-depth understanding of business analyst fundamentals. Knowledge in a functional area or business process domain.
Data Analyst,"Austin, TX 78701 (Downtown area)",Caritas of Austin,,3.9,"The Data Analyst will be responsible for data collection, data quality, data analysis, and reporting for all of Caritas' programs."
"Data Analyst, Performance Management","Austin, TX (Downtown area)",Facebook,,4.2,Experience creating data infrastructure (e.g. pipeline creation). 5+ years of experience in data and analytical problem solving.
Business Operations Analyst - Service & Support,"Pflugerville, TX",EOS North America,"$70,000 - $80,000 a year",4.0,"Data collection, data pipeline development and data analysis for problem solving or ad hoc needs. Work with business stakeholders to determine their business…"
"Senior Financial Analyst, Business Partner","Austin, TX 78757 (North Shoal Creek area)",Pearson,,3.7,Responsible for financial business partnering activities in support of the school operations and services organizations in the Online & Blended Learning…
Data Migration Analyst,"Austin, TX",Q2ebanking,,2.8,Contribute to a knowledge/FAQ database for supported software. Availability to work occasional weekends or late night / early morning is required.
Business Intelligence Analyst V (B5),"Austin, TX",Applied Materials Inc.,,3.9,"Document rules and processes for business intelligence or IT reports, dashboards, change requests, projects, or other outputs; Maintain library of model…"
Data Analyst,"Austin, TX 78751 (Triangle State area)",Dept of Family & Protectve Svc,"$4,599 - $5,500 a month",3.4,Explain data and analysis in a way that is understandable to those with limited data knowledge or experience. The Team then works with the multiple divisions to…
Database Administrator,"Round Rock, TX 78664",Steck Systems,,,Conducts database performance monitoring and performs appropriate database tuning tasks to maintain optimal application and reporting response times.
"Data Scientist - Internal Platforms, Hire Signal","Austin, TX 78731",Indeed,"$130,000 - $156,000 a year",4.3,"Can develop production-grade data science solutions using Python, R, Scala, or Java. We build the centralized data source of hires that occur on Indeed, and we…"
Business Intelligence Analyst - SQL Server,"Austin, TX","Purple Communications, Inc.",,,Experience with call center and/or telecom data is a plus. This position is responsible for analyzing data that is used by the business to ensure these concepts…
Business Analyst,"Austin, TX 78704 (St. Edwards area)","iHeartMedia, Inc.",,3.6,Train end-users on new products or processes. Effective negotiation skills to resolve conflicts and meet business objectives.
"Data Scientist - Internal Platforms, Hire Signal","Austin, TX 78731",Indeed,"$130,000 - $156,000 a year",4.3,"Can develop production-grade data science solutions using Python, R, Scala, or Java. We build the centralized data source of hires that occur on Indeed, and we…"
Business Intelligence Analyst - SQL Server,"Austin, TX","Purple Communications, Inc.",,,Experience with call center and/or telecom data is a plus. This position is responsible for analyzing data that is used by the business to ensure these concepts…
Business Analyst,"Austin, TX 78704 (St. Edwards area)","iHeartMedia, Inc.",,3.6,Train end-users on new products or processes. Effective negotiation skills to resolve conflicts and meet business objectives.
Senior Business Intelligence Data Analyst,"Austin, TX",Tango Card,,4.0,"5+ years of experience working directly in a data warehouse or data lake environment including: cleaning and preparing data, querying and conducting exploratory…"
Data & Insights Analyst,"Austin, TX",StitcherAds,,,Experience with experimental design and/or statistical analysis to drive business decision making. Perform scientifically sound data analysis for key insights…
Analyst for Educator Data and Preparation Program Management,"Austin, TX 78701 (Downtown area)",Texas Education Agency,"Up to $68,046 a year",3.7,"Experience: At least two (2) years of experience in data analysis, research, compilation, and/or reporting work."
"Emerging Operations Analyst, Messaging","Austin, TX 78731",Indeed,$19.23 - $25.00 an hour,4.3,"Text analytics experience on data from a diverse array of data sources, and the ability to synthesize and visualize data for making timely decisions and…"
IT Business Systems Analyst Senior,"Austin, TX 78704 (South River City area)",City of Austin,$33.36 - $43.36 an hour,4.1,Experience conducting research on new and existing system upgrades and/or replacements. Verification of your education (which may include high school graduation…
Institutional Research Analyst,"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,,4.3,"Familiarity with institutional/higher education data, research, and federal (IPEDS) and/or state (THECB) compliance reporting."
Service Delivery Sr. Analyst Engineer (Azul) – US Remote,"Round Rock, TX",Dell Technologies,,4.0,Focus on activities like data analytics and reporting. Bachelor’s degree or an advanced degree. Service Delivery is all about making sure our technical…
Experienced Business Planning Analyst,"Austin, TX 78746",Benchmark International,"$45,000 - $65,000 a year",4.0,"Bachelor’s degree with a concentration or advanced degree Finance, Marketing, or Accounting or an unrelated degree with significant work experience in one or…"
GIS ANALYST,"Cedar Park, TX 78613",The City of Cedar Park,$20.53 - $25.03 an hour,,"Bachelor’s or Associate’s degree in Geographic Information System Science, Planning, Geography, or in a field related to the work from an accredited college or…"
Research Data Scientist,"Austin, TX 78752 (Highland area)",Texas A&M Transportation Institute,,4.4,"Experience in analysis of large travel-related data sets such as cell, GPS, LBS or other ‘big data’ sources and use of such data in travel model development and…"
DMV Business Analyst Manager,"Austin, TX 78731 (Rosedale area)",TEXAS DEPARTMENT OF MOTOR VEHICLES,"$5,259 - $7,500 a month",3.5,Satisfactory driving records are required for driving state or personal vehicles and motor driven equipment to conduct agency business.
Operational Data Analyst,,Cofiroute USA,,2.5,Performs highly complex data analysis and data research work. Responsible for building data models to organize important data for different teams across the…
"Data Engineer (Hadoop, AWS, Java)","Austin, TX 78731",Indeed,"$116,000 - $142,000 a year",4.3,"Skilled in sourcing, extracting, transforming, and loading data, you are able to translate business requests into database design."
Operational Data Analyst,,Cofiroute USA,,2.5,Performs highly complex data analysis and data research work. Responsible for building data models to organize important data for different teams across the…
Principal Data Scientist / Engineer,"Austin, TX 73301 (St Edwards area)",Splunk,,4.1,"Demonstrated ability to work across business stakeholders, structure data science problems, independently execute analysis, and also mentor other engineers…"
Summer 2021 Business & Process Analyst Co-Op/Intern - (82922),"Austin, TX","Advanced Micro Devices, Inc.",,3.8,"Understanding of data, statistical analysis and metrics a plus. Review current processes and research industry best practices to highlight areas for improvement…"
Crime Analyst (Investigator IV 21-0209),"Austin, TX 78701 (Downtown area)",OFFICE OF THE ATTORNEY GENERAL,"$4,095 a month",4.0,Accesses and researches various specialized databases for intelligence investigations. Accesses and researches the Texas Department of Public Safety’s databases…
Big Data Engineer,"Austin, TX",Intone Networks,,4.2,In Computer Science or Computer Engineering or 3+ years of equivalent experience Please provide answers to the qualifying questions below: How many yrs of…
Business Analyst,"Austin, TX",Accenture,,4.0,"2 years of demonstrated experience working with healthcare data (i.e. medical claims, encounters, eligibility or provider data). 1 year of SQL experience."
Data Analyst,"Austin, TX 78759 (Arboretum area)",Steck Systems,,,Assist in troubleshooting and resolving electronic health information data inaccuracies or anomalies. Minimum Experience 0 - 2 years in Data science Skills…
Business Analyst,"Austin, TX",TipTop Turnkey,,,"Documents relevant data reporting elements. Queries, analyzes, and provides data. You will receive a call if you have direct experience with food and nutrition…"
Senior Business Analyst,"Austin, TX 78703 (Downtown area)",Whole Foods Market,,3.8,"Assists with troubleshooting issues for internal team members as it relates to data integrity, process questions or Coupa configuration."
"Specialist - Director, Data Engineer","Austin, TX 78701 (Downtown area)",KPMG,,4.0,Manage the development of big data analytics and cloud-based applications to facilitate the work of data scientists and application developers.
Tableau Developer/Data Analyst,"Austin, TX","Best Value Technology, Inc.",,,"Perform and document data analysis, data validation, and data mapping/design. Provide insights and/or convey meaning through structured and unstructured data."
"Data Scientist, Point of Sale & Customers","Austin, TX",Square,,3.6,"3+ years of analytics and data science experience or equivalent. Lead the data strategy of embedded product engineering, to help make well-informed architecture…"
"Business Systems Engineer (Production Control), Gigafactory Texas","Austin, TX",Tesla,,3.5,Proven track record as a business systems analyst or business analyst. Perform data quality validations to ensure data creation is as per the business needs and…
Big Data Administrator,"Austin, TX 78746",Econtenti Inc,$33 - $54 an hour,3.8,"Bachelors or Masters in Engineering, Information Systems, Computer Science or Information Technology or equivalent experience. Job Types: Full-time, Contract."
Data Engineer,"Austin, TX",W2O Group,,3.2,"Demonstrated industry efficiency in the fields of database, data warehousing or data sciences. Experience in building real time streaming data ingestion and…"
Data Engineer,"Austin, TX 78746",Keller Williams,,4.3,"3+ years of experience with with data architecture, data modeling, schema design and/or software development. Design, develop, and implement data infrastructure…"
Data Scientist,"Austin, TX 73301 (St Edwards area)",Nomi Health,,,"Some views will use a database of extracted data and others will bring together data in near real time, considering data currency, availability, response times…"
Data Analyst Intern (Summer 2021),"Austin, TX 78717",Zynga,,3.8,"Ability to collaborate effectively with engineers, product managers, analysts, and marketing to deliver unambiguous business impact."
Actuarial Analyst,"Austin, TX 78717","Continental LTC, Inc.",,,Usually assigned to a line of business or unit for analyzing loss and expense reserves or premium rates. Works with large data sets.
Data Engineer,"Austin, TX",Intone Networks,,4.2,Join us and start doing your life’s best work.(sm) Primary Responsibilities: • Design and maintain data pipelines and services using best practices for data…
"UX Research Coordinator, International","Austin, TX 78731",Indeed,$23.07 - $28.37 an hour,4.3,Assist in the development of a database or panel of research participants to expedite the recruiting process. Proficiency in a second language and/or experience…
Database Analyst,"Austin, TX 78754",Health & Human Services Comm,"$5,785 - $8,750 a month",3.4,Preferred 8 (eight) years of experience as a senior Oracle database administrator. The position will provide solutions for critical cross-agency business…
Senior Business Analyst,"Austin, TX 78701 (Downtown area)",Conduent,,2.7,BS Degree or equivalent work experience. Works with senior developers and technical leads to coordinate experts/contractors in the implementation of technical…
ADAS Test Operator - Austin,"Austin, TX",Tesla,,3.5,"Communicate with developers and test engineers, be on-call for questions/comments if necessary. Must be comfortable driving prototype vehicles during testing…"
"Director, Analytics & Business Intelligence","Austin, TX 78728",HP,,4.0,"Practical experience of the implementation of data stewardship, including master data management, data quality, data dictionaries and ETL tools."
"Business Analyst, Business Operations","Austin, TX",Nubrakes,,,"As a business analyst, you’ll report to the Director of Business Operations. Coordinate with members of other business teams spanning the company to measure the…"
Business Systems Analyst - Global,"Austin, TX 78739","TechPro, LLC",$33 an hour,,"Identify, direct and document complex business processes and business requirements to solve business needs in a cost-effective manner."
Trainee Analyst,"Austin, TX",GlobalLogic,,3.9,Deliver timely different project's data at the highest possible quality standard. Ensure the accuracy and timeliness of data feeds and flows for the process and…
"Process Engineer, General Assembly - Gigafactory, Texas","Austin, TX",Tesla,,3.5,"Bachelor ’s degree in mechanical, industrial or mechatronics engineering, or equivalent experience. 1-2+ years of previous manufacturing or vehicle assembly…"
"Software Engineer, Data","Austin, TX",Acrisure Technology Group,,,Build data expertise and own data quality metrics. Collaborate with researchers and engineers to design and implement efficient data pipelines.
Signal Processing and Data Analysis Software Engineering Scientist,"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,,4.3,"Technical and managerial leadership of software engineers. Demonstrated technical proficiency in one or more areas of GIS software development, database-driven…"
ServiceNow Business Analyst,"Austin, TX",Neos Consulting,,,"Ability to use data-driven techniques, analyze and interpret data. The Service Now BSA will work closely with business and IT teams to gather input to support…"
Data Scientist -Deep Reinforcement Learning (DRL) Researcher,,Moneza Inc,"$70,000 - $120,000 a year",,"3+ years working as a data scientist (preferably for a startup). 2+ years experience using standard development tools, including Git and JIRA (or similar)."
Data Analyst- Public Education,"Austin, TX",Legislative Budget Board,"$45,000 a year",,The position will also support the budget analyst responsible for the state’s public school finance system; respond to related ad hoc data requests; and perform…
Pages Analyst,"Austin, TX 73301 (St Edwards area)",Cognizant Technology Solutions,,3.9,Must have exceptional experience with business communication. Experience in online advertising at a major media agency or publisher.
Business Analyst III,"Austin, TX 78751 (Triangle State area)",Health & Human Services Comm,"$4,917 - $8,060 a month",3.4,Coordinates with business analysts to meet with impacted business users to gather and document user needs and translates into business user requirements.
Engineer,"Austin, TX 78754",Samsung Electronics,,4.0,"Applies data science tools to find root cause. Trains and mentors junior engineers on duties and projects. Manages data collection, disposition and actions for…"
Data Quality Analyst (Data Analyst IV),"Austin, TX 78701 (Downtown area)",TEXAS EDUCATION AGENCY,"$4,917 - $6,666 a month",3.7,"Skill in SAS programming language and data analysis techniques, including analyzing data for compliance with business rules. Standard Hours Per Week: 40.00."
DATA ANALYST,"Austin, TX 78758 (North Austin area)",Pitney Bowes,,3.6,Apply data mining to large data sets to drive efficiencies. Bachelor's Degree in Computer Science or Engineering or related field.
Solutions Analyst- Business Intelligence,"Austin, TX",WellSky,,3.4,Experience working with data creating complex data visualizations. Agile Product Owner or Pragmatic Marketing certification. Cross-team general product support.
Senior Business Intelligence Analyst-Remote OK,"Austin, TX 73301 (St Edwards area)",Splunk,,4.1,12+ years of Business Intelligence Architecture experience and data warehouse database technology expertise. You understand how data analytics development teams…
Investment Performance Analyst,"Austin, TX 78746 (Barton Hills area)",Texas County & District Retirement System,"$65,000 - $80,000 a year",4.3,Collect data and calculate performance for investment portfolios. Assist with preparation of quarterly board report data relative to manager analytics.
Associate Analyst,"Austin, TX",GlobalLogic,$18 - $20 an hour,3.9,Deliver timely different project's data at the highest possible quality standard. The Offensive Content may include but is not limited to content including…
NetSuite Business Analyst,"Austin, TX 78744",Vital Farms,,3.2,"Excellent business systems support and customer service skills. Be the primary administrator for NetSuite and other execution systems (EDI, Nexternal, data…"
Associate Analyst,"Austin, TX",GlobalLogic,$18 - $20 an hour,3.9,Deliver timely different project's data at the highest possible quality standard. The Offensive Content may include but is not limited to content including…
NetSuite Business Analyst,"Austin, TX 78744",Vital Farms,,3.2,"Excellent business systems support and customer service skills. Be the primary administrator for NetSuite and other execution systems (EDI, Nexternal, data…"
Entry-Level Data Analyst,,Adecco,$20 - $24 an hour,3.8,Designing processes for data collection. Advising organizational and business strategy. Identifying trends and relationships in data.
Business Analyst,"Austin, TX",ZVRS Purple Communications,,,Minimum education - Bachelor’s Degree or similar in Computer Science or equivalent work experience. IIBA certification is strongly desired or equivalent…
Business Analyst II,"Austin, TX 73301 (St Edwards area)","defi AUTO, LLC",,,"Support Product and Technology team members by conducting research to assess business impact and documenting requirements, acceptance test cases and product…"
Nutritional Software experienced Business Analyst [ No OPT ],"Austin, TX 78717",Production Modeling Corporation,$45 - $60 an hour,,Documents relevant data reporting elements. High school or equivalent (Preferred). 10 years of analyzing and summarizing data using Excel.
Data Engineer---(W2 Position),"Austin, TX 78727",Vizva Technologies,$40 - $50 an hour,,B.S./M.S. in Computer Science or Computer Engineering or 3+ years of equivalent experience. Aggregating key metrics for business partners to inform key…
IT Business Systems Analyst (Parks & Recreation Department),"Austin, TX 78704 (Zilker area)",City of Austin,$29.69 - $38.59 an hour,4.1,"Experience with business intelligence software (e.g. MicroStrategy, Power BI). Grant Funded or Pooled Position Not Applicable. Experience with Oracle PL/SQL."
Policy Analyst,"Austin, TX 78751 (Triangle State area)",Health & Human Services Comm,"$4,023 - $5,301 a month",3.4,Collaborates with co-workers to identify policy options and impacts based on research and data. Conducts research on best practices.
