job_title,location,company,salary,rating,summary
Database Developer,"Los Angeles, CA 90071 (Downtown area)",Doubleline Group Lp,,,Assist in documentation of data flows and data sources. Assist with ad-hoc data requests that are needed to support the business.
Technical Business/Data Analyst,,CyberCoders,"$100,000 - $150,000 a year",3.3,Bachelors Degree in CS or related field. Familiar with ETL and data pipeline/warehousing models. Background working in environments with large data sets (2M+…
Business Services Analyst I,"Los Angeles, CA",City National Bank,,3.7,"Thorough knowledge of PC computing environments, experience with database/data warehouses, and experience using reporting/query tools such as Brio, MS Query, MS…"
Data Analyst,"Los Angeles, CA 90058",Everytable,"$80,000 - $90,000 a year",2.8,Structure and clean large data sets. Manage ad hoc data analytics projects. Advanced data manipulation skills in SQL. Reporting to: VP of Strategic Operations.
Data Engineer,"Woodland Hills, CA 91367",REX,,4.7,"Map-Reduce, Hive or any big data technology. As a data Engineer, you will build from scratch highly available and highly scalable data processing systems using…"
Business Intelligence Engineer,"Los Angeles, CA",NEXT Trucking,,2.2,"Mentor other business intelligence experts as needed on best practices for data-informed decision making. Apply your expertise in data mining, data science, and…"
BI/Analytics Data Analyst,"Los Angeles, CA",Intone Networks,,4.2,Will involve and REQUIRE experience in the following - Previous Analytics support in the Digital Media and/or Streaming (OTT / SVOD etc) Industry - Consumer and…
Business Data Analyst,"Los Angeles, CA",DataPlatformExperts Inc,"$48,991 - $104,318 a year",,Generates data-related metrics and shares them with the business data stewards. Work closely with key stakeholders to define and maintain robust data quality…
Data Analyst Intern,"Los Angeles, CA",AgileSynergy Group,,,"Will provide complex analytical, technical, and administrative support to facilitate the day-to-day operations partner with, and serve in a capacity to ensure…"
"Data Analyst, Business Development","Los Angeles, CA",GOAT,,3.1,Review and evaluate the effectiveness of our tools and businesses to develop strategies for improving or further leveraging these systems.
"Data Scientist, Revenue","Los Angeles, CA 90291 (Venice area)",Snapchat,,3.5,Experience using SQL or similar big data querying languages. 3+ years of experience in quantitative analysis & data science or a related field.
Junior Business Intelligence Analyst,"Commerce, CA 90040",Commerce Casino,,3.4,"Whether they are measuring game performance, analyzing customer behavior and trends, data mining, or optimizing data visualizations, the Business Intelligence…"
Research Analyst,"Santa Monica, CA","Sensei Wellness Holdings Inc.,",,,"Experience analyzing & using quantitative and qualitative data, including the interpretation of statistical tests."
Data Entry Analyst,"Manhattan Beach, CA 90266","Genz & Associates, LLC",$18 - $20 an hour,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Ability to work 40 hours a week."
Junior Business Intelligence Analyst,"Commerce, CA 90040",Commerce Casino,,3.4,"Whether they are measuring game performance, analyzing customer behavior and trends, data mining, or optimizing data visualizations, the Business Intelligence…"
Research Analyst,"Santa Monica, CA","Sensei Wellness Holdings Inc.,",,,"Experience analyzing & using quantitative and qualitative data, including the interpretation of statistical tests."
Data Entry Analyst,"Manhattan Beach, CA 90266","Genz & Associates, LLC",$18 - $20 an hour,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Ability to work 40 hours a week."
Data and Policy Analyst - Writer/Coordinator,"Los Angeles, CA 90064 (Sawtelle area)",Acumen LLC,,3.7,"Bachelor’s degree in a quantitative, public policy, or related field or equivalent relevant experience. This position is responsible for managing and analyzing…"
Data Analyst School Police,"Los Angeles, CA",Los Angeles Unified School District,$23.19 an hour,4.0,Reviews data for errors or inconsistencies. Or its equivalent or possession of a two-year or four-year college degree. Collection and compilation of data.
Data Scientist (Remote),"Santa Monica, CA",Headspace,,4.0,You will use sophisticated data science techniques on Headspace’s rich data to develop meaningful insights to support the business.
"Data Scientist, Player Insights","Culver City, CA",Niantic,,,"3+ years of work experience in data science or analytics role. Deep understanding of statistics and data analytics concepts, especially with regression and time…"
Data Analyst,"Los Angeles, CA",Therabody,,,Experience with QA and troubleshooting data. Understanding of data warehousing and ETL techniques. Reporting into the Senior Director of Global Planning and…
"Director, Data Analytics and Business Intelligence","Santa Monica, CA",Headspace,,4.0,Experience leading large technical projects with engineer partners (engineers and data engineers). Lead and define the vision and strategy of data analytics &…
Data Scientist,"Santa Monica, CA",Activision,,3.9,"Strong technical skills with SQL, R/ Python for data analysis; demonstrated programming skills either in data science or software development settings a plus."
Junior Financial Business Analyst,"Los Angeles, CA 90013 (Downtown area)","TSG Reporting, Inc.","$60,000 a year",,"Consolidateand analyze sales and financial data, contributing to a collaborative andstrategic approach across departments positively impacting business…"
"Work Force Management, Business Analyst I","Pasadena, CA 91101 (South area)",PennyMac,,3.0,Light to moderate skills with SQL database. Provide analytical support to senior analysts and manager. Strong business acumen and ability to interface with…
Management Analyst I,"Pasadena, CA","City of Pasadena, CA","$61,297 - $76,621 a year",,"Analytical Skills - Analyzes, interprets, and reports data or results; applies logic, reasoning, and critical thinking to solve problems."
Data Engineer,"Los Angeles, CA",Slickdeals,,5.0,Design data pipelines and maintain data pipelines in cloud or on-premise environments. The developer must be able to communicate to business users the exact…
Disney: Data Analyst,"Los Angeles, CA",silicon tech solutions,,,Experience in data transfer and cleansing via APEX Data Loader and/or SFDC Import Wizard. Experience extracting data from RDBMS system.
Research Analyst,"Los Angeles, CA",The Camstoll Group,,,"Individuals with experience in business intelligence research, open source intelligence and social media-based research, illicit finance analysis, and other…"
Data Engineer,"Los Angeles, CA",Fox Corporation,,4.0,"Analyze large amounts of data, uncover and solve business challenges. You will be at the forefront of assessing the most impactful data needs throughout the…"
Data Analyst - Financial Services,"Burbank, CA",Farmers Insurance Group,,3.6,"Bachelor’s degree preferred in a business or related field of study, including twelve units of accounting or finance. Travel up to 20% of time away from home."
DreamWorks Technology - Data Analyst,"Glendale, CA",NBCUniversal,,4.0,"2+ years of experience in business intelligence, market research or analytics. Present data analysis findings and/or translate data into an understandable…"
Business Intelligence Analyst,"Woodland Hills, CA",Convoso,,3.8,"Obtain quantitative and qualitative data of business processes to analyze, determine and promote data driven decisions. Medical, dental, and vision insurance."
Data Scientist,"Los Angeles, CA",Cedars-Sinai,,4.2,Minimum 2-4 years of professional experience in healthcare or pharmaceutical industries working with electronic medical record data.
Sr Business Intelligence Analyst,"El Segundo, CA",AuditBoard,,,You will serve as a subject matter expert on data analysis and related best practices to business partners. Proficiency with data analysis and reporting tools…
"Analyst, Data","Long Beach, CA 90802",Molina Healthcare,,3.3,1-3 years of data analysis experience analyzing large data sets. 3-5 years of data analysis experience analyzing large data sets.
Business Development Analyst,"Los Angeles, CA 90025 (Brentwood area)",Easy Breathe,"From $60,000 a year",,"Sanitizing, disinfecting, or cleaning procedures in place. From working in logistics and communicating with warehouses, to creating web development strategies…"
Data Scientist,"Culver City, CA 90232 (Washington Culver area)","Sony Pictures Entertainment, Inc.",,4.1,"Experience analyzing user level data (PII and anonymized), DMP data, social data and viewing / transactional or streaming data."
Data Scientist (CONTRACT / REMOTE),"Santa Monica, CA 90404 (Mid-City area)",Universal Music Group,,4.1,"Advise on data-related topics to help guide or inform business decisions. Drive and lead the data strategy for this project, including sourcing data."
Business Analyst L3,"Glendale, CA",Capgemini,,3.8,3+ years of business analyst experience. To translate into documented business and functional requirements. Translates business requirements into use cases and…
Business Data Analyst,"Long Beach, CA 90806",The HydraFacial Company,,3.3,"Bachelors degree in business or computer science, Masters degree preferred. 3+ years’ experience as a data analyst in a high-growth organization."
Business Intelligence Engineer - HBO Max,"Los Angeles, CA",HBO Max,,,"2+ years of relevant experience in business intelligence/data engineering. You'll define key business metrics, automate data transformation & testing, and…"
Research Data Analyst - Kaiser Permanente Bernard J. Tyson School of Medicine,"Pasadena, CA",Kaiser Permanente,,4.1,"Given project or task data requirements, determines the most efficient approach to data collection and validation and works independently to obtain needed data…"
RESEARCH DATA COLLECTOR,"Los Angeles, CA 90059",Charles R. Drew University,,2.8,"One year or more of conduct research or providing services related to sexual health, HIV, and/or substance use. Participates in study-related meetings."
Data/Software Engineer,,Playwire Media,,,"Knowledge of business intelligence tools, and the relationship between data and BI-type instrumentation. Architect and maintain data pipelines, data lakes, and…"
Data Scientist/Machine Learning Engineer,"Los Angeles, CA",DataPlatformExperts Inc,$45 - $80 an hour,,Train the data management team on new or updated procedures. Knowledge of data query and data processing tools (T- SQL). Minimum Education Required - BA/BS.
Business Analyst,"Los Angeles, CA 90001","E2 Consulting Engineers, Inc.",,4.0,"Bachelor’s degree (or equivalent experience) in Business, Engineering, or other quantitative discipline. Merges data from various sources appropriately to build…"
"Sr. Analyst, Business Intelligence","Torrance, CA",Herbalife Nutrition,,4.2,Engage with business users to ensure articulation of business goals and processes. Engage Business Users spanning multiple business units and ensure cohesive…
Business Intelligence Engineer,"Santa Monica, CA 90404 (Mid-City area)",Beautycounter,,4.3,We are looking for someone that is passionate about the data and patient when dealing with data issues. Work with Data Engineers to maintain high level of Data…
Student Services Specialist/VRC,"Fullerton, CA 92832",North Orange County Community College District,"$4,325 - $5,242 a month",4.3,"Ability to compile, organize, and analyze statistical data. Maintains various records and files related to assigned area; inputs and downloads data from…"
Data Analyst,"San Gabriel Valley, CA",ONG HUMAN CAPITAL,"$55,000 - $65,000 a year",,Healthcare or Residential Facility Experience. Participates in the ongoing development of data quality control systems to enhance data based decision making and…
Research Scientist,"Pasadena, CA 91125 (South area)",California Institute of Technology,,4.1,Devising fast and scalable data assimilation and machine learning (DA/ML) algorithms that allow a computationally complex ESM to learn from diverse data sources…
Data Engineer,"Los Angeles, CA 90067",Kharon,"$150,000 a year",,"Development of data pipelines using event or message driven architecture on Kinesis, SQS, Kafka, RabbitMQ or similar. Strong skills in Python, Java or Go."
Operations Research Analyst,"El Segundo, CA 90245","Millennium Space Systems, A Boeing Company",,2.6,"Leverage data to support the development and continuous improvement of business processes. Five or more years of professional experience in analytical roles,…"
Business Analyst,"Hawthorne, CA 90250 (North Hawthorne area)",SpaceX,,3.7,Develop automation that mitigates business risk or creates efficiencies within Starlink Customer Operations and across functions.
Data Engineer,"Los Angeles, CA 90291 (Venice area)",Snapchat,,3.5,Experience leading a small team of data or software engineers. 3+ year experience in SQL or similar languages. Experience owning all or part of a team roadmap.
Data Engineer II,"Los Angeles, CA 90001",Thermo Fisher Scientific,,3.5,"This Data Engineering Team owns connectivity and data modeling of shop floor, laboratory, and business systems such as ERPs, Laboratory Information Systems …"
"Business Analyst (Joe’s Jeans, Hudson Jeans, Favorite Daughter and Herve Leger)","Los Angeles, CA 90021 (Central City East area)",Joe's Jeans,,3.8,"4+ years of experience in a similar role involving business, sales or profit analysis. Bachelor’s degree in business administration, economics, statistics,…"
Data Engineer II,"Los Angeles, CA 90001",Thermo Fisher Scientific,,3.5,"This Data Engineering Team owns connectivity and data modeling of shop floor, laboratory, and business systems such as ERPs, Laboratory Information Systems …"
"Business Analyst (Joe’s Jeans, Hudson Jeans, Favorite Daughter and Herve Leger)","Los Angeles, CA 90021 (Central City East area)",Joe's Jeans,,3.8,"4+ years of experience in a similar role involving business, sales or profit analysis. Bachelor’s degree in business administration, economics, statistics,…"
"Software Engineer 2, Big Data","Los Angeles, CA 90071",Intuit,,4.2,
Business Analyst 1 - 1584,"Rosemead, CA",Bridgewater Consulting Group,"Up to $74,000 a year",3.5,"\*US Citizen or Green Card holder only. Test scenarios, test cases and test data. Experience with UMT360, Octane and/or SharePoint."
Cloud Data Engineer,"Los Angeles, CA",Twitter,,4.1,"Experience with large-scale data warehousing architecture and data modeling. Experience with Druid or Apache Flink. Proficiency with Java, Scala, or Python."
Associate Data Analyst,"Venice, CA",MagicLinks,,3.5,Entry-level or have up to 3 years of experience in an analyst or data modeling role. Assist MagicLinks Directors and CEO with other data projects identified…
Competitive Research Analyst,"Santa Monica, CA 90404 (Mid-City area)","Cornerstone OnDemand, Inc.",,3.6,"Leverage quantitative and qualitative data from internal and external data sources to produce dashboards, metrics, or insights and identify trends or anomalies;…"
Research Analyst - Institutional Research and Planning,"Torrance, CA 90506",El Camino College,"$6,602 a month",4.3,"One (1) year of experience working with surveys and survey data, facilitating research focus groups, and/or conducting research interviews."
Data Analyst,"West Hollywood, CA 90069",Who What Wear,,,"Experience with AWS Redshift, Google BigQuery, or other distributed database solutions. As a Data Analyst, you will fuel our revenue and audience growth…"
Business Analyst,"Los Angeles, CA 90066 (Del Rey area)",Investor's Business Daily,"$58,000 - $65,000 a year",3.7,Strong problem solving skills and business acumen. Perform market research on competitive product solutions and features sets.
Senior Data Analyst,"Los Angeles, CA",AT&T,,3.7,Experience independently scoping and executing research projects with clients and/or cross-functional stakeholders.
Data Analyst,"Compton, CA 90221",Apex Logistics International Inc,,,Develop reports to help support data analysis for continuous improvement of business processes. Support team with delivery of commercial target for existing…
Data Scientist,"Los Angeles, CA",RepairSmith,,,"Proven track record of success in the development and deployment of data management, data governance, data analytics and business intelligence projects and…"
Business Analyst,"Los Angeles, CA",Unite Us,,5.0,"2-4 years of experience in an analyst, strategy, or consulting-style role. Perform research on Unite Us target buyers and markets."
"Data Scientist, Analytics - Facebook Reality Labs (Horizon)","Los Angeles, CA",Facebook,,4.2,Mentor data scientists on the team. 2+ years experience doing quantitative analysis or statistical modeling Experience in SQL.
"Data Scientist, Analytics - Facebook Reality Labs (Horizon)","Los Angeles, CA",Facebook,,4.2,Mentor data scientists on the team. 2+ years experience doing quantitative analysis or statistical modeling Experience in SQL.
Information Technology Business Analyst I,"Los Angeles, CA 90057 (Westlake area)",Housing Authority City of Los Angeles,$40.01 - $49.20 an hour,4.5,"Analyze IT business systems processes, database and programming requirements to. Duties and responsibilities include the implementation and integration of…"
Data Analyst/Scientist,"Gardena, CA 90248",Behavior Frontiers,,3.8,1-4 years relevant work experience as a data analyst or business analyst required. Must have strong business acumen and data visualization skills.
Investor Relations Associate,,Ashcroft Capital,"From $65,000 a year",,Comfort with or interest in Real Estate. Using Excel skills to input and extract data. Ability to enter and extract data in Excel.
Data Analyst,"Norwalk, CA 90650",First Transit,,3.2,Ensures the integrity of data and reporting. Provides ongoing analysis of data from various systems. 2-4 years data analysis and reporting experience.
Data Analyst (Merchandising),"Santa Monica, CA",FIGS,,3.0,"Degree in statistics or related quantitative field. Partner with data science, operations, merchandising, design and marketing teams to inform inventory…"
"Analyst, Business- Florida (Remote)needs to reside in Florida","Long Beach, CA 90802",Molina Healthcare,,3.3,Creates specifications for reports and analysis based on business needs and required or available data elements. 3-5 Years of business analysis.
Sr Business Analyst I or II (Business Planning & Budgets),,SoCalGas,,4.2,Performs business unit cost planning and analysis and develops and coordinates the resource allocation process at the business unit including modifying and/or…
Open Source Research Analyst,"Los Angeles, CA",Innovati Group,,,The Innovati Group is seeking an exceptional research analysts with 1 to 5 years of professional experience to conduct ground-breaking open source research on a…
"Sr Data Engineer, Data Ops","West Hollywood, CA 90069",Viacom,,4.0,Experience with tools like Grafana or Prometheus for monitoring data systems. At least 7 years of hands-on experience data engineering and data operations.
Senior Data Engineer,"Los Angeles, CA 90045",Acuant Inc,,4.0,"Develop data pipelines to enable a variety of big data workloads, including machine learning, tracking product KPIs, general business intelligence, and data…"
Business System Analyst,"Anaheim, CA 92805 (The Colony area)",KCS Health Center,"$80,000 - $90,000 a year",,Evaluate large data sets to identify and interpret data patterns to assess data quality issues. Produce reporting of data analysis findings to management to…
Data Analyst,"Los Angeles, CA 90066",shopkick,,3.8,"Have experience with Google BigQuery or other columnar data store (Vertica, etc.) or “big data” technologies. Understanding of data visualization best-practices…"
Business Systems Analyst - Finance & Sales,"Los Angeles, CA 90017",GTs Living Foods LLC,,2.6,"Data analysis, ability to draw insights from data and make data-based recommendations to the business. Education: Bachelor’s Degree in Computer Science, IT,…"
Business Intelligence Analyst,"Burbank, CA 91506",CBS Interactive,,3.5,"Experience with GitHub or BitBucket. Experience extracting data from databases using SQL. Through testing, we drive business, product, and operational decisions…"
Jr. Salesforce Administrator/Data Analyst,"Los Angeles, CA",James Capital Advisors,,4.4,Prior experience in data management and analytics. Implement universal naming conventions on all existing and incoming data sets.
Market Research Analyst,"Los Angeles, CA 90011 (Central City area)",Moon Collection,,,"Educational requirements A Bachelor's Degree in Business Administration or Marketing related, or its foreign degree equivalent."
Senior Business Intelligence Analyst-Remote OK,"Los Angeles, CA 90002",Splunk,,4.1,12+ years of Business Intelligence Architecture experience and data warehouse database technology expertise. You understand how data analytics development teams…
"Data Analyst, Business & Customer Insights - HBO Max","Burbank, CA",Turner,,4.0,Delivering business intelligence and data visualization dashboard solutions. Looker or Tableau data visualization design and development.
Business Analyst,"Los Angeles, CA 90015 (Downtown area)",Moose,,2.9,Strong analytical abilities and data storytelling skills. Indoor business office environment with windows; light foot traffic within work areas.
"Sr Data Engineer, Data Quality","West Hollywood, CA 90069",Viacom,,4.0,12+ years experience working with data with emphasis on data quality. At least 7 years of hands-on experience data engineering and data operations.
Data Management Analyst (Principal Level),"Los Angeles, CA",Northrop Grumman,"Up to $103,680 a year",4.0,"Troubleshoot data-related problems and authorize maintenance or modifications Salary Minimum: $69,120.00. Formulate techniques for quality data collection to…"
Data Engineer,"Pasadena, CA",Terray Therapeutics,,,"Work with our data scientists to incorporate our image processing workflow into the data pipeline. As an integral member of our data team, the candidate will be…"
Business Analyst,"Los Angeles, CA",Joybird,,3.5,"2-4 years of experience in analytical role or as a Data Analyst, Business Analyst, Finance Analyst, or Management Consultant; preferably at an e-commerce brand…"
Business Analyst,"Los Angeles, CA",Park Computer Systems Inc,$40 - $45 an hour,,4 years’ experience as a Business Analyst or a Product Owner. A minimum of a Bachelor’s degree in Computer Science or related software engineering discipline.
Sr. Data Engineer,"Burbank, CA",Turner,,4.0,"Work closely with data analysts and business stake holders to make data easily accessible and understandable to them. Expertise in SQL, Spark SQL, Hive etc."
"Research Analyst, NFL","Los Angeles, CA",Nielsen,,3.8,"Use your expertise of the client, industry and data to initiate additional analyses, potentially including other available data sources or new data collection…"
Data Engineer,"Los Angeles, CA",Nexstar Broadcasting,,2.8,This position works closely with other engineers and data scientists. Daily monitoring of data systems. Analysis of data to find new insights.
"Developer, Business Intelligence","El Segundo, CA 90245",Optum,,3.4,The Business Intelligence Developer supports one or more business units in preparing weekly and monthly analysis and reporting to drive the business while…
Intelligence Analyst (35F),"Whittier, CA",U.S. Army,"$25,014 - $175,000 a year",4.3,"The intelligence analyst is primarily responsible for the analysis, processing and distribution of strategic and tactical intelligence."
Data Engineer,"Los Angeles, CA 90067",Kharon,"$150,000 a year",,"Development of data pipelines using event or message driven architecture on Kinesis, SQS, Kafka, RabbitMQ or similar. Strong skills in Python, Java or Go."
Operations Research Analyst,"El Segundo, CA 90245","Millennium Space Systems, A Boeing Company",,2.6,"Leverage data to support the development and continuous improvement of business processes. Five or more years of professional experience in analytical roles,…"
Business Analyst,"Hawthorne, CA 90250 (North Hawthorne area)",SpaceX,,3.7,Develop automation that mitigates business risk or creates efficiencies within Starlink Customer Operations and across functions.
Data Engineer,"Los Angeles, CA 90291 (Venice area)",Snapchat,,3.5,Experience leading a small team of data or software engineers. 3+ year experience in SQL or similar languages. Experience owning all or part of a team roadmap.
Data Engineer II,"Los Angeles, CA 90001",Thermo Fisher Scientific,,3.5,"This Data Engineering Team owns connectivity and data modeling of shop floor, laboratory, and business systems such as ERPs, Laboratory Information Systems …"
"Business Analyst (Joe’s Jeans, Hudson Jeans, Favorite Daughter and Herve Leger)","Los Angeles, CA 90021 (Central City East area)",Joe's Jeans,,3.8,"4+ years of experience in a similar role involving business, sales or profit analysis. Bachelor’s degree in business administration, economics, statistics,…"
"Software Engineer 2, Big Data","Los Angeles, CA 90071",Intuit,,4.2,
Business Analyst 1 - 1584,"Rosemead, CA",Bridgewater Consulting Group,"Up to $74,000 a year",3.5,"\*US Citizen or Green Card holder only. Test scenarios, test cases and test data. Experience with UMT360, Octane and/or SharePoint."
Cloud Data Engineer,"Los Angeles, CA",Twitter,,4.1,"Experience with large-scale data warehousing architecture and data modeling. Experience with Druid or Apache Flink. Proficiency with Java, Scala, or Python."
Associate Data Analyst,"Venice, CA",MagicLinks,,3.5,Entry-level or have up to 3 years of experience in an analyst or data modeling role. Assist MagicLinks Directors and CEO with other data projects identified…
Project Engineer,,JD Group Inc.,"$60,000 - $90,000 a year",,"Personal protective equipment provided or required. Field supervision and or construction management degree. Sanitizing, disinfecting, or cleaning procedures in…"
Sr. FPGA Engineer/Developer,,"Creative Digital Systems Integration, Inc.",$45 - $70 an hour,,US Citizenship or Permanent Resident status. Design verification via digital scopes such as SignalTap or Chipscope. Accurate code and interface documentation.
Senior Civil Engineer,,Fiedler Group,,,"Required: BS or MS Civil Engineering from an accredited university. As needed, performs difficult research, investigation, and design work."
Mechanical/Electrical Engineer (3-5+ Years Experience Required),,Confidential,"$75,000 - $150,000 a year",,"Personal protective equipment provided or required. Vehicle crush patterns are analyzed, and considerable research is performed (vehicle specs, crash test data,…"
Senior Land Surveyor (CA Professional Land Surveyor's license required),,"Oberkamper & Associates Civil Engineers, Inc.","$110,000 - $125,000 a year",,Data processing of conventional and GNSS (RTK & Static) data. Senior Land Surveyor (Competitive Pay/Benefits)*. Preparation of fee estimates and proposals.
West Hollywood Lead FullStack Developer,,Magicstar Arrow Inc,"$100,000 - $165,000 a year",,"Sanitizing, disinfecting, or cleaning procedures in place. Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction."
Data Engineer - All Levels,"Los Angeles, CA 90045 (Westchester area)",FanDuel,,4.1,Our competitive edge comes from making decisions based on accurate and timely data. You should be comfortable building complex yet performant SQL queries on…
Digital Dental Clinical Research Analyst,"Santa Monica, CA 90401 (Downtown/Third Street Promenade area)",Surff,,,Research and study clinical data to maintain and understand theleading-edge technologieson digital dentistry and Review and analyze clinical data to provide…
Sr. Data Engineer,"Pasadena, CA",Deep 6 AI,,,Strong understanding of distributed data processing concepts including: The Sr. Data Engineer will have significant impact at Deep 6 AI by ensuring our data…
Data Scientist,"Brea, CA",Mercury Insurance Group,,3.6,At least 2 years of experience work as data scientist or similar roles. Retrieves large amount of structured or unstructured data from various sources and apply…
Data Engineer,"Los Angeles, CA",Omaze,,5.0,Work with the data team to deliver quality data solutions to business users and stakeholders. Working with engineers and data users to maintain and implement…
Big Data Engineer,"Pasadena, CA 91101 (South area)",AGM Tech Solutions,$60 - $68 an hour,,"In this position you will develop new data management, business intelligence and analytics capabilities that provide business with new insights for their…"
"Intern, Business Analyst","Torrance, CA",Howmet Aerospace,,3.4,"Hourly Paid or Salaried: Salaried. Must be currently enrolled in a Bachelor’s degree program in Business, Engineering, or Data Analytics with an expected…"
Data Engineer I,"El Segundo, CA 90245",GoGuardian,,,This position works closely with the data science and business intelligence teams to prioritize tasks that are important to supporting our product and business…
