job_title,location,company,salary,rating,summary
Human Services Analyst - Research,"Seattle, WA",Mathematica Policy Research,"$60,000 - $100,000 a year",3.8,"Specifically, we are seeking analysts in the research specializations. Ability to identify and collect data, and perform quantitative and qualitative data…"
Business Intelligence Analyst,"Lynnwood, WA 98036",PEMCO,,3.9,"B.A. or B.S. degree or equivalent work experience (Computer science, mathematics or related field). Experience with data analysis / profiling / organizing data,…"
Data Analyst Intern,"Bellevue, WA 98004 (Downtown area)",PayPal,,3.9,Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systems.
Research Scientist I (MPD),"Seattle, WA 98102 (South Lake Union area)",Adaptive Biotechnologies,,4.1,"Work occasionally requires flexible and/or extended hours. Prior experience with JMP, R, or other statistical analysis software."
Data Analyst,"Seattle, WA",Jobscan,,,"Design, develop, and deliver data solutions – including data visualizations and ad hoc analysis from raw data. Experience working with product data."
"Business Analyst, Revenue Analytics","Seattle, WA",LendingTree,,3.8,"Collaborate with BI team to define requirements on new reporting or data warehouse needs. Strong ability to identify applicable data sets, process the data,…"
Sr Business Intelligence Engineer,"Seattle, WA 98121 (Belltown area)",Zulily,,3.2,"3+ years relevant experience in analytics, data engineering, business intelligence or related field. Experience developing data visualizations with business…"
Data Engineer,"Seattle, WA","Amazon Web Services, Inc.","$108,600 - $160,000 a year",3.6,"You should have excellent business and communication skills and be able to work with business owners to develop and define key business questions, then build…"
Senior Business Analyst,"Seattle, WA",Weyerhaeuser,,3.8,"Working experience with data tools including metadata management, master data management, data integration and data cataloging preferred."
"Data, Analytics and Visualization Engineer","Everett, WA 98203",Snohomish County PUD,"$74,804 - $125,672 a year",3.8,"Experience with SAP Business Objects or other business intelligence tools. Three (3) years directly related subject matter expertise, quantitative, business…"
Business Analyst II (zu),"Seattle, WA 98121 (Belltown area)",Zulily,,3.2,"3 – 5 years of related experience as an analyst in business analysis, supply chain or operations. The Business Analyst II will create and maintain key…"
Business Analyst II : 21-00324,"Seattle, WA 98104",Akraya Inc.,,3.7,"Duration: 4+ (Possible Extension/Conversion). 4-6 years of analytics experience. Deadline driven, team player, with strong customer focus."
Data Engineer,"Seattle, WA",Seattle Childrens Hospital,,4.0,Develop highly scalable and reliable data engineering solutions for moving data efficiently across systems. Data visualization and/or dashboard development.
Project Consulting & Data Analyst,"Seattle, WA",Logic Rule,$33.86 - $38.94 an hour,,"Length of Contract: 6 months (to start). MS Office and Advanced Excel skills (Pivot tables, Charts, KPI analysis, Macros)."
Senior Social Data Analyst,"Bellevue, WA",Rational,,,"Translate large data sets into actionable business results. Bachelor's degree in business, data analytics, communications, marketing, information systems, or…"
Research Scientist (remote),"Bellevue, WA 98004 (Downtown area)",DreamBox Learning,,3.5,Use R or Python for research or data science projects and write complex data queries using SQL. Communicate data and insights to make specific product…
SAP Concur iXp Intern- Business Analyst,"Bellevue, WA",SAP,,4.3,"Pursuit of a degree from an accredited university in information security or business. In addition, the Intern - Business Analyst develops and monitors data…"
Business Analyst,"Bellevue, WA",Southern Glazer’s Wine and Spirits,,3.6,CQD/scan data entry Access database maintenance. BA degree in Accounting/ Finance or business related field. Proficient with Microsoft Office Suite Intermediate…
Business Intelligence Developer (contract),"Bellevue, WA 98007 (Robinswood area)",Seagull Scientific,,4.7,Monitor business systems performance and integrity. Thorough knowledge of dimensional data models. Write SQL queries supporting business users as required.
Research Scientist (remote),"Bellevue, WA 98004 (Downtown area)",DreamBox Learning,,3.5,Use R or Python for research or data science projects and write complex data queries using SQL. Communicate data and insights to make specific product…
SAP Concur iXp Intern- Business Analyst,"Bellevue, WA",SAP,,4.3,"Pursuit of a degree from an accredited university in information security or business. In addition, the Intern - Business Analyst develops and monitors data…"
Business Analyst,"Bellevue, WA",Southern Glazer’s Wine and Spirits,,3.6,CQD/scan data entry Access database maintenance. BA degree in Accounting/ Finance or business related field. Proficient with Microsoft Office Suite Intermediate…
Business Intelligence Developer (contract),"Bellevue, WA 98007 (Robinswood area)",Seagull Scientific,,4.7,Monitor business systems performance and integrity. Thorough knowledge of dimensional data models. Write SQL queries supporting business users as required.
"Business Analyst, Global Events","Seattle, WA","Amazon Web Services, Inc.","$72,400 - $126,600 a year",3.6,"3+ years of relevant experience in a business analyst, data analyst or statistical analysis role. 5+ years of relevant experience in a business analyst, data…"
Data Engineer,"Seattle, WA",Accenture,,4.0,"Answer client’s business questions by dissecting their data, using measurement techniques, drafting KPIs, and building reports and dashboards."
"Data Analyst, Senior - Research","Seattle, WA",Seattle Childrens Hospital,,4.0,"Required Education/Experience: - Bachelor's degree in Health Science, Computer Science, Math, Statistics or related field OR equivalent combination of education…"
Senior Research Scientist,"Seattle, WA 98103 (Fremont area)",Adobe,,4.3,"Adobe Research is looking for experienced research scientists in computer graphics, computer vision, machine learning, or human-computer interaction."
Data Engineer II,"Mountlake Terrace, WA",Premera Blue Cross,,3.5,Collaborate with data scientists and other analysts to further understand business problems. Solve business and data science problems using data centric…
RESEARCH SCIENTIST ENGINEER 1(PROJECT/TEMPORARY),"Seattle, WA 98195 (University District area)",University of Washington,,4.1,"Follow established protocols and policies for safe and efficient conduct of research. Bachelor’s Degree in Microbiology, Biochemistry, Cell biology,…"
Data Engineer,"Bellevue, WA 98004 (Downtown area)",Discovery,,4.1,"A successful candidate will have deep knowledge of business intelligence solutions, big data technology, and have the ability to work with various customers to…"
Data Scientist - Tours,"Seattle, WA",Redfin,,3.3,"3+ years working in a data science role in a business context is required. Bachelor’s degree in business, statistics, operations research, economics, computer…"
ERP Supply Chain Business Analyst,"Seattle, WA 98134 (Industrial District area)",Outdoor Research LLC,,4.6,"The ERP Supply Chain Business Analyst will be responsible for supporting business activities and users in a Dynamics 365 F & O environment, which includes…"
Support Opportunities,"Seattle, WA",RStudio,,,"This is a technical role, in which you will build expertise in several Linux administration, data analysis, and project management areas."
Presales Research Analyst - NetSuite,"Seattle, WA 98101 (Downtown area)",RSM US LLP,,3.6,"Work with practice leaders and business developers to develop industry/regional business plans. Bachelor’s Degree in sales, marketing, business or related…"
Business Process Analyst,"Redmond, WA",Vadam Group,,,Work with the business stakeholders on VL business process management requirements. Work closely with Microsoft Operations team and the business to identify and…
Research Analyst in Cyber Policy and Risk,"Seattle, WA",Pacific Northwest National Laboratory,,4.1,"Produces and/or integrates solutions driven by exploratory analysis from complex architectures and data sets based on research of security trends, new methods,…"
Business Analyst II,"Seattle, WA 98109 (South Lake Union area)",Fred Hutchinson Cancer Research Center,,4.2,Experience working in or understanding of clinical research data management or data analytics systems and workflows.
Engineer 1 - Loyalty Technology,"Seattle, WA",Nordstrom,,3.9,"Interest in connecting data among various systems to answer business questions. Ensure clean and performant data modeling across entire solution, including…"
Senior Data and Evaluation Analyst,"Seattle, WA 98122 (First Hill area)",Seattle University,"$58,000 - $62,000 a year",4.3,In Access and/ or other database programs. Knowledge of education data and experience helping practitioners use data to improve.
"Engineer 2, Developer Support","Seattle, WA",Nordstrom,,3.9,"Linux or Windows systems admin experience. Applicants with disabilities who require assistance or accommodation should contact the nearest Nordstrom location,…"
SENIOR DATA ANALYST,"Seattle, WA 98104 (Downtown area)",Syndio,,,"Analyze data from our data lake and public data sets, and conduct online research to support our sales and marketing teams."
Data Scientist - Intermediate,"Seattle, WA 98104 (Downtown area)",Bayer,,4.2,"In this position, you will leverage data science and deep learning skills to analyze complex agronomic data and build predictive models that are used by farmers…"
Data Scientist – Mojang,"Redmond, WA 98052 (Overlake area)",Microsoft,,4.2,"Deliver business impact on ambiguous projects with incomplete or dirty data. 1+ years of experience analyzing data using Python, R, or other statistical…"
Senior Business Analyst - Data Partnerships,"Seattle, WA",LendingTree,,3.8,"Strong ability to identify applicable data sets, process the data, identify insights, and present findings to business stakeholders."
Data Scientist,"Bellevue, WA",In-Depth Genomics,,,Computational researchers with experience in genomics or other big data efforts are needed to develop and support our rare disease genomics program.
Operations Research Analyst,"Seattle, WA",ThriveSoft,"$70,325 a year",,Bachelors degree in Computer Science or related + 2 years experience; or any suitable combination of education (including a determination by a credentials…
pricing strategy analyst - Pricing Strategy,"Seattle, WA",Starbucks,,4.0,Extremely detailed oriented and able to identify minute inaccuracies in data reporting. Work with technical data team members to create automation solutions for…
DATABASE DEVELOPER,"Seattle, WA 98195 (University District area)",University of Washington,,4.1,Troubleshoot any data load failures or data retrieval issues. Manage SQL Server database servers. Experience with cost or financial accounting.
Senior Data Scientist - Analytics,"Seattle, WA 98104",Textio,,,"Converting business questions into analyses, quantifying or reducing uncertainty in the face of limited data, and translating results into operational, product,…"
Exception Reporting Business Analyst,"Seattle, WA",Nordstrom,,3.9,"Partner with business and IT stakeholders to determine data and reporting requirements. Highly analytical; ability to synthesize data, research questions and…"
SOFTWARE DEVELOPER/DATA SCIENTIST (TEMPORARY),"Seattle, WA 98195 (University District area)",University of Washington,,4.1,"The data scientist will work with the team to research existing tools (specifically Entrofy selection method workflows), interview community members (as part of…"
Senior Business Intelligence Analyst-Remote OK,"Seattle, WA 98103 (Green Lake - Wallingford area)",Splunk,,4.1,12+ years of Business Intelligence Architecture experience and data warehouse database technology expertise. Perform detailed data analysis (i.e. determine the…
RESEARCH SCEINTIST ENGINEER 2,"Seattle, WA 98195 (University District area)",University of Washington,,4.1,"Expertise and 1-2 years of experience in biomedical research. MS or equivalent hands-on experience in biomedical and biophysical sciences (i.e., Pharmaceutical…"
Research Scientist,"Seattle, WA",Curi Bio,,,Communicate and collaborate effectively with scientists and engineers from a variety of disciplines. Prior experience in skeletal muscle or neuromuscular…
Data Engineer L2,"Seattle, WA",Capgemini,,3.8,Experience developing and deploying data pipelines and real-time data streams within a cloud native infrastructure preferably AWS.
Data Analyst,"Redmond, WA",Highbrow-Tech,,,This data analyst role will evaluate sales and performance of various products in different countries and retailers over time and also perform basic reporting…
Operational Research Analyst,"Seattle, WA",ThriveSoft,"$60,000 - $70,000 a year",,"In-depth data analysis to get the customers data using traditional and advanced methods. Gathering information from a range of internal and external sources,…"
Competitive Intelligence Analyst,"Seattle, WA",LendingTree,,3.8,Leverage competitive intelligence to identify new client opportunities or existing opportunities with current clients. Hands-on experience with Salesforce.com.
Intel Analyst,"Seattle, WA 98108 (Georgetown area)",Allied Universal,"$58,000 a year",3.2,"Verifiable professional and/or academic research skills. Bachelor's Degree or higher in history, political science, international affairs/relations, or related…"
SW Engineer II - Data Warehouse,"Bellevue, WA",The Trade Desk,"$60,800 - $199,500 a year",4.0,"You will develop a deep understanding of our company’s various operational systems and datasets in order to then extract data into the data warehouse, model it…"
Inventory Data Analyst,"Renton, WA 98057",PACCAR,,3.6,Ability to perform some advanced level math (data and/or number manipulation). This will be accomplished by developing new data pipelines and architecture to…
"Business Analyst II(Claims, Excel, SQL)","Tacoma, WA",Coordinated Care,,3.2,"2-4 years of business process or data analysis experience, preferably in healthcare. Support business initiatives through data analysis, identification of…"
Data & Applied Scientist,"Bellevue, WA",Microsoft,,4.2,"PhD degree in Computer Science, Statistics, Applied Mathematics, Physics, or other engineering or science fields. Great problem solving and analytical skills."
Sr Data Scientist,"Seattle, WA","Disney Parks, Experiences and Products",,4.4,Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…
Senior Business Analyst - Data & Reporting,"Seattle, WA 98101 (Downtown area)",TSF SERVICES,,,"A Bachelor's degree and 5+ years of relevant technical or business work experience. Proven expertise in developing business readable requirements, solution…"
Data Analyst 2 - Enterprise Inventory Services,"Seattle, WA",Nordstrom,,3.9,"Use advanced data visualization techniques to communicate solutions to business stakeholders. Apply common statistical methods, data modeling, and predictive…"
Business Process Analyst II,"Seattle, WA",f5,,3.9,Provide operational project management coordinating across virtual business teams to ensure the process analysis is performed in a holistic manner across…
Staff Environmental Engineer/Scientist (Entry Level),"Seattle, WA",ERM Group,,3.3,"Excellent data management and computational skills. BS/MS in environmental engineering, environmental science, chemistry, or related field; PE, CEP, AICP or…"
Fiscal & Policy Analyst,"Seattle, WA",City of Seattle,$45 - $60 an hour,3.8,"To accomplish this, the analyst will research, analyze and summarize complex proposals, work on a variety of teams, communicate clearly with people from a…"
Business Analyst,"Seattle, WA 98104",Blue Nile,,3.1,"Experience with SQL and business intelligence tools (Tableau preferred) is required. Strong data presentation, visualization and communication skills."
Business Systems Analyst - Seattle Pacific University,"Seattle, WA 98119 (North Queen Anne area)",Seattle Pacific University,"$65,000 - $80,000 a year",4.4,Maintains institutional data integrity and provides assistance with business intelligence/reporting. Enforces policies and security measures to safeguard…
RESEARCH SCIENTIST ASSISTANT,"Seattle, WA 98195 (University District area)",University of Washington,,4.1,Bachelor’s degree in Biochemistry or related field. Experience with HEK293 or other mammalian cell system for protein expression.
RESEARCH SCIENTIST/ENGINEER - ASSISTANT (LIMITED TERM/TEMPORARY),"Seattle, WA 98195 (University District area)",University of Washington,$20 an hour,4.1,"Work experience, academic training, and/or interest in violence research or adolescent health. Assist with preparation of manuscripts for publication or…"
Salesforce Business Analyst,"Seattle, WA",Accenture,,4.0,"Minimum of 2 years’ as a Salesforce administrator or Salesforce App Builder. In addition to being responsible for business analyses, the BA would work directly…"
Software Engineer- Data Engineering,"Seattle, WA",DocuSign,,3.8,"Analyze data sets and define requirements for delivering new data to business partners. Analyze source system APIs, data schema, and data profiles to define…"
OSINT Analyst,"Seattle, WA 98109 (Westlake area)",Allied Universal,$25 an hour,3.2,Bachelor’s degree or higher in a related field and/or formal government/military/law enforcement intelligence training. Clarity of thought and analytical flare.
Data Scientist,"Seattle, WA 98104",The Climate Corporation,,3.5,"Work closely with a team of world-class scientists, engineers and mathematicians to deliver impactful scientific research."
Business Analyst,"Seattle, WA 98104 (Pioneer Square area)","FLEXE, Inc.",,,Gain a deep understanding of our business processes and how to interpret the associated data. Strong relational database background with hands-on experience…
Research Operations Scientist,"Seattle, WA 98103 (Wallingford area)",Lumen Bioscience,,,"Requires 3 or more years of independent research in a postdoctoral or industry setting in a preferred field of biochemistry, molecular or cellular biology."
Research Data Scientist,"Seattle, WA",Facebook,,4.2,"2+ years of industry or graduate research experience solving analytical problems and building models using quantitative, statistical or machine learning…"
Senior/Principal Data Engineer,"Seattle, WA 98155",ASSURANCE,,3.1,"Ability to optimize data access for speed/reliability/velocity as needed by the business. Comfort with QA’ing your own data, to include ‘menial tasks’ like…"
Experienced Data Engineer,"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,"$97,700 a year",3.6,"Bachelor's or Master's degree in technical or business discipline or equivalent experience, technical degree preferred. Mentor new and junior developers."
Research Scientist III,"Bothell, WA",Sterling Life Sciences,,,Prepare data for poster presentations. Preference will be given to candidates with recent experience in research and development.
Power BI/data Analyst,"Redmond, WA 98052 (Overlake area)",Nayamode,,,"You will work closely with the MS client team to understand the business, business needs, data related to the business goals, the internal tools to pull data…"
Lead Business Intelligence Engineer,"Seattle, WA 98121 (Belltown area)",Zulily,,3.2,"5-7 years of experience in business intelligence role involving development, programming or architecture. Passionate about data quality, reporting excellence,…"
Artificial Intelligence Engineer Intern,"Seattle, WA",Hewlett Packard Enterprise,,3.8,"Pursuing Bachelor's or Master's degree in CS or CE major, or extensive CSE coursework. You will work on developing advanced, end-to-end data science tools to…"
Senior Data Privacy Analyst,"Seattle, WA",REI,,4.1,"Participates in comprehensive data mapping efforts to identify all personal data managed by REI or 3rd parties on REI’s behalf, ensures compliance with all…"
Programmatic Media Data Analyst,"Seattle, WA","Programetrix, LLC",,,"O Analyze data, optimize campaigns, track changesand generate insights to improve performance. You possess an intrinsic motivation that drives you to produce…"
Data Engineer Intern,"Seattle, WA",Tableau,,3.8,"The ideal candidate is proficient in SQL and Python, and has an understanding of the data value chain, from source systems to business consumption, as well as…"
Virtual HBO Max Data Engineering Intern – Summer 2021,"Seattle, WA",Turner,,4.0,We are looking for talented data engineers who are passionate about using data and analytics to drive business value.
Big Data Engineer,"Seattle, WA",Avani Systems,,,"And scheduling the pipelines as per requirement using azure data factory. Develop pipelines using copy activity from different sources like FTP, Windows Blob…"
Data Engineer,"Seattle, WA 98134 (Industrial District area)",Glowforge,,4.0,"You will work with our internal tools & data team, analyzing and developing the different data needs; having a deep impact in the way we operate our data…"
Financial Analyst- Return to Work Program,"Seattle, WA",Amazon,,3.6,"Build strong business partnering relationships by providing data-driven and decision-supporting analytics. BASIC QUALIFICATIONS BA/BS in Finance, Accounting,…"
Database Developer,"Seattle, WA 98101 (Downtown area)","Valant Medical Solutions, Inc.",,,"Knowledge of database warehousing and business intelligence. Monitors and maintain database security. Experience with HIPAA, PCI, ISO 27001, or other security…"
FLOW CYTOMETRY/CELL SORTER SCIENTIST (RESEARCH SCIENTIST/ENGINEER 2),"Seattle, WA 98195 (University District area)",University of Washington,,4.1,"Maintain research database for laboratory unit; schedule and maintain an accurate tracking system for all activities, including research documentation."
"Senior Data Engineer - Opportunity for Working Remotely Seattle, WA","Seattle, WA",Carbon Black,,3.6,Drive development of data products in collaboration with data scientists and machine learning engineers. Experience in big data technologies.
Research Scientist I - GMP,"Seattle, WA",Seattle Childrens Hospital,,4.0,Responsible for operating standardized scientific procedures and techniques in a highly regulated environment (GMP compliant) for clinical research applications…
Merchandise Analyst,"Seattle, WA",Nordstrom,,3.9,"Strong business acumen, ability to analyze data, draw conclusions and strong math skills. Experience in retail merchandising, planning or analysis."
Data Engineer with SQL and Azure,"Redmond, WA",TORQUE TECHNOLOGIES,,4.5,"Data Engineer with SQL and Azure. 9-10 + years development experience. 7+ of SQL Server development experience writing complex stored procedures, triggers,…"
Data / BI Analyst,"Bellevue, WA",Redcloud Consulting,,4.5,Conduct data analysis and interpret data to answer key business questions. Drive data architecture and modeling recommendations.
Data Science Intern,"Seattle, WA",REI,,4.1,Conditions data for analysis and works with large scale structured and unstructured data. Analyzes and evaluates data sets for both insight into the data and…
Senior Data Analyst - People Ops,"Seattle, WA",Redfin,,3.3,"Bachelor’s degree in business, statistics, operations research, economics, computer science or a related field is required. Master’s degree is a plus."
Primary Database Administrator - SQL,"Seattle, WA",Accelatis,,,"Well versed in database performance tuning, especially SQL tuning. AWS Certified Solutions Architect Associate or Microsoft Certified Azure Administrator."
Project Administrator,"Seattle, WA",Cadeo Group,,,"Bachelor's degree in accounting, business, or equivalent experience. This role’s primary task ensures accurate data is collected and reported to support project…"
"Software Development Engineer, Big Data - Kafka/Flink - Remote Position","Seattle, WA 98101 (Downtown area)",Zillow Group,,3.7,"In addition, you will implement various developer tools as a way to reduce the overhead of engineers across the company by using these complex big data…"
Data Scientist,"Seattle, WA",Innovative Edge Consulting,,,"Strong communication and data presentation skills, experience analyzing data and communicating the results to senior business leaders."
Clinical Data Analyst,"Seattle, WA",Infostretch Corporation,,3.2,"You have experience with clinical data management or data entry. Assist with the development of data capture forms, data capture instructions and data analyses."
"DATA ENTRY OPERATOR (TEMPORARY, DAYS)","Seattle, WA 98195 (University District area)",University of Washington,$16.67 - $19.60 an hour,4.1,"Assist with gathering data attributes. High School Diploma, or GED Certificate; OR six months of general work experience, or applicable training."
"Data Scientist, Machine Learning","Seattle, WA 98121 (Belltown area)",Zulily,,3.2,3-5+ years’ experience developing applied machine learning or data science capabilities in consumer-facing and/or enterprise applications.
Data Scientist,"Seattle, WA",Innovative Edge Consulting,,,"Strong communication and data presentation skills, experience analyzing data and communicating the results to senior business leaders."
Clinical Data Analyst,"Seattle, WA",Infostretch Corporation,,3.2,"You have experience with clinical data management or data entry. Assist with the development of data capture forms, data capture instructions and data analyses."
"DATA ENTRY OPERATOR (TEMPORARY, DAYS)","Seattle, WA 98195 (University District area)",University of Washington,$16.67 - $19.60 an hour,4.1,"Assist with gathering data attributes. High School Diploma, or GED Certificate; OR six months of general work experience, or applicable training."
"Data Scientist, Machine Learning","Seattle, WA 98121 (Belltown area)",Zulily,,3.2,3-5+ years’ experience developing applied machine learning or data science capabilities in consumer-facing and/or enterprise applications.
Sr. SQL/Business Intelligence Developer,"Bellevue, WA",Valuesoft Technologies,,,Analyze data requirements to ensure models align with data standards. Design SQL and stored procedures against database tables Perform data migration using SSIS…
Data Engineer,"Seattle, WA",Navigator CRE,,,"Acquire data from primary or secondary sources and maintain databases/data systems. Technical expertise regarding data models, database design development, data…"
Research Engineer,"Seattle, WA 98101 (Downtown area)",Ecotope,,4.5,"The role requires a solid foundation in physical science, energy systems, or engineering research with experience in a research environment."
Big Data Engineer,"Seattle, WA 98101 (Downtown area)",Milliman,,3.6,"We are looking for creative, passionate, and enthusiastic engineers that can help build the next generation of MedInsight products and solutions."
Mid-Level Business Intelligence Analyst,"Renton, WA",BOEING,,4.0,Analyzes data elements and business rules applicable to the business requirements and proactively offers options for complex Business Intelligence information…
"Intern, Data Analytics","Seattle, WA 98101 (Downtown area)",Russell Investments,,3.8,"You will leverage in house data models, visualization tools , and measures to facilitate data insight across business units. Working knowledge of SQL preferred."
Data Engineer,"Seattle, WA 98134 (Industrial District area)",Logic20/20,,3.5,"Mentors data scientists in pioneering techniques and business acumen. Extracts data from various databases; perform exploratory data analysis, cleanses,…"
Database Engineer,"Seattle, WA","Envestnet Asset Management, Inc",,,Perform in-depth data analysis to understand data from source systems. BA/BS Degree in Information Technology or Computer Science or equivalent experience is…
Lab Aide,"Seattle, WA 98109 (South Lake Union area)",Fred Hutchinson Cancer Research Center,,4.2,"Although this is not a research position, applicants should have basic scientific skills and preferably be majoring in biology or chemistry."
Redis Database Administrator | Remote,"Bellevue, WA",iknowvate technologies,,,This technical resource will have experience in emerging database technologies (NoSQL/Open Source/Redis) in the IT domain.
Data Visualization Developer,"Seattle, WA 98104 (Downtown area)",Deloitte,,4.0,Understand data visualization techniques and libraries and their applicability to business problems. Implement large-scale data ecosystems including data…
Management Analyst,"Seattle, WA",US Department of Veterans Affairs,"$79,468 - $103,309 a year",3.8,Certain current or former term or temporary federal employees of a land or base management agency. Current or former competitive service federal employees.
BUSINESS ANALYST (MULTIPLE OPENINGS),"Seattle, WA 98195 (University District area)",University of Washington,,4.1,Proficient using SQL for data profiling and data analysis. Experience with data management / data integration design and implementations.
Research Associate I,"Seattle, WA",Astellas Pharmaceuticals,,3.8,Summarizes and presents data in both oral and written formats. Routinely performs aseptic cell culture of pluripotent stems cells for general maintenance or…
Administrator,"Seattle, WA 98134 (Harbor Island area)",Crowley,,3.6,"Knowledge of methods to collect data, research and present. EDUCATION: High school diploma or equivalent required."
Data Center Engineer,"Seattle, WA 98104 (Downtown area)",Micron,,3.8,Collaborate with partners and stakeholders to acquire relevant information and regularly meet with business partners to validate data and assumptions.
Vehicle Performance Simulation Engineer - Summer 2021 Internship,"Kirkland, WA",PACCAR,,3.6,"Skilled in big data, data management and integration tools, and Microsoft Office. Currently pursuing a degree in one of the following disciplines: Engineering …"
"Data Science Director, Developer Platform","Seattle, WA",Facebook,,4.2,"5+ years experience managing a team of analysts, data scientist. Using data to understand the complex ecosystem of developers and the businesses/consumer that…"
"Data Analyst, Adobe Analytics","Seattle, WA 98134 (Industrial District area)",Logic20/20,,3.5,"Work experience in a corporate environment supporting business or technology projects or initiatives. Undergraduate degree in business, marketing, or equivalent…"
Data Engineer - Minecraft,"Redmond, WA 98052 (Overlake area)",Microsoft,,4.2,"Collaborate and communicate with engineers, data scientists and analysts to optimize data flows, tools, operational costs and reporting infrastructures."
Systems Data Analyst,"Redmond, WA 98052 (Downtown area)",BiSoft,"$85,000 a year",,"Ability to work with data, data mapping, data modeling and data lineage. Should have SQL experience in Teradata, SQL Server, Oracle or other database."
Data Scientist - Data Analytics,"Seattle, WA 98134 (Industrial District area)",Costco Wholesale,,4.1,"Extends beyond core data science work to perform data wrangling and data preparation as needed. This role is focused on advanced analytics, machine learning and…"
Business Transformation Analyst,"Bothell, WA 98011",EagleView,,2.6,The right person for this role is a systems thinker with a passion for developing and maintaining simple and sustainable business processes who enjoys improving…
Full Time Opportunities for Students and Recent Graduates attending Conferences – Software Engineer,"Redmond, WA 98052 (Overlake area)",Microsoft,,4.2,"A bachelor's or master's degree in engineering, computer science or related field 12 months of graduation or graduated within the last 12 months."
Lead Data Engineer,"Seattle, WA 98155",ASSURANCE,,3.1,Your focus will be on the whole team's productivity and strive to increase the impact of the team's output. Your time will be split between the following.
