job_title,location,company,salary,rating,summary
"Senior Analyst, Data and Analysis","New York, NY 10104 (Midtown area)",Digitas,,3.8,"✦ Collaborating with internal teams and external partners to drive success for client’s business goals. ✦ Diving into large data sets, uncovering insights, and…"
Senior Data Analyst,New York State,TCGplayer,,3.1,"Experience with relational database management systems, business reports, dashboards and data analysis. Conduct advanced analysis using SQL and R or Python to…"
Data Analyst Supporting the FBI,"New York, NY 10278 (Financial District area)",Forfeiture Support Associates,,3.7,"Accurately enters required data into one or more databases, documents, or spreadsheets. High School diploma or GED, Undergraduate degree preferred."
Trading Business Analyst,"New York, NY",BlackRock,,3.8,"Sitting at the intersection of business and technology, our team works closely with Aladdin developers and other stakeholders to innovate, conceptualize, design…"
"Data Engineer, Financial Services",New York State,Red Ventures,,3.2,"Experience with one of the major data warehousing solutions (we use Redshift but we welcome candidates with experience in Snowflake, Oracle or Teradata)."
Research Scientist Intern,"Brooklyn, NY 11201",Etsy,,4.3,You have experience in or desire to learn Hadoop/Spark related Big Data technologies. You need to contribute research that can be applied to Etsy product…
Data Engineer,"New York, NY",Lazard Ltd.,,3.9,"A thorough understanding of algorithms and data structures, data modeling. Experience building and optimizing data pipelines, architectures and data sets."
Data Scientist - AI Consulting,"New York, NY",Dataiku,,,You will get hands-on experience using DSS and applying the latest machine learning approaches and data architectures to business use cases.
Global Listed Real Assets – Research Data Scientist,"New York, NY",Morgan Stanley,,3.9,The role of data scientist will use unstructured data from multiple sources and apply advanced analytics to reach actionable conclusions.
"Senior Data Analyst, Dashboard Development (Temporary Contract)",New York State,Wikimedia Foundation,,4.0,Candidate must be fluent in English and have obtained a Bachelor's degree and five years related experience or a Master's degree and at least three years…
Business Intelligence Engineer - HBO Max,"New York, NY",HBO Max,,,"2+ years of relevant experience in business intelligence/data engineering. You'll define key business metrics, automate data transformation & testing, and…"
Junior Research Data Analyst - Japanese & English speaking,"New York, NY",H1,$15 an hour,,Fast-growing Life Science data company is looking for research data analysts with Japanese language ability.
Data Engineer I,"New York, NY 10010 (Flatiron District area)",AbleTo,,3.9,Translate business requirements into actionable data tasks. Implement data integrity tests to ensure we are ingesting accurate data.
Data & Credit Analyst,"New York, NY",Reorg Research,,,"Graduates with degrees in business, accounting or finance or recent graduates in these or other disciplines with some experience in the financial industry,…"
Junior Data Scientist,"New York, NY",Decode_M,,,You’ve used an API to get data into or out of your favorite web app. Advance our capabilities for how statistics and machine learning should be used in…
Business Analyst,"Manhattan, NY",NYC HOUSING AUTHORITY,"$56,013 - $84,862 a year",3.8,"Fields of finance; economic, fiscal or statistical research; policy analysis; or quantitative, business, market or financial analysis."
Data Analyst - Cincinnati,"Tonawanda, NY 14150",division,,4.1,"Excellent database management and data-mining skills. Master’s degree in data analytics, business analytics, or related field strongly preferred."
Research Scientist,"Brooklyn, NY",Accutar Biotechnology,,,The position offers a unique opportunity for a talented scientist to develop his or her career and involves a broad scope of drug discovery.
Business Analyst,"New York, NY",Unite Us,,5.0,"2-4 years of experience in an analyst, strategy, or consulting-style role. Perform research on Unite Us target buyers and markets."
Database Administrator,"Albany, NY 12211",Technology Professionals Group,,,"The DBA is responsible for all activities related to the deployment, implementation, and administration of databases including control, maintenance, and support…"
"Data Analyst, Client Strategy","New York, NY",NBCUniversal,,4.0,"Aid in procuring new data sources. BA/BS or equivalent experience in Social Science, Economics, Statistics or similar quantitative field with qualitative…"
Data Analyst (Reporting),"New York, NY",Cedar Inc,,3.5,Generate dashboards and reports using our business intelligence tools to surface data insights. Identify data-driven insights and recommendations to help our…
Proxy Data Entry Administrator - Contract,"Brentwood, NY 11717",Broadridge,,3.5,You will be working with our NOBO team checking the accuracy of forms and entering data into a tracking database. Light Adobe Acrobat experience is preferred.
Data Analyst,"New York, NY",NYU Langone,,4.1,Other analytic or research tasks as necessary. The analyst should have significant database management and statistical programming skills (SAS or R).
BUSINESS DATA ANALYST,"New York, NY",Guardian Debt Relief,,3.0,"Self-motivated, but have the ability to work closely with marketing and sales department to build business strategies based on your data research findings."
"Software Engineer, Data Intelligence","New York, NY",Chainalysis,,,Become one of the experts in analyzing BTC/UTXO data. Deep understanding of the Bitcoin protocol both from a protocol and data perspective.
Staff Data Scientist (Americas- Remote),"New York, NY",Shopify,,3.9,"7-10 years of commercial experience in a data science role solving high impact business problems. Experience creating data product strategies, data products,…"
Equity Research - Paper & Packaging Analyst / Associate,"New York, NY",Morgan Stanley,,3.9,"Experience writing in a professional capacity, e.g. crafting equity research notes / correspondence; presentation and/or development of industry reports."
Business Analyst,"Rego Park, NY 11374","Tanjore, Inc",,,"Collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data. (Employer will accept three or four year degree)."
Data/Analytics Engineer,New York State,Addepar,,,5+ years of experience as a data engineer and/or software engineer in a SaaS or financial services business. We are building the environment to unify data from…
"Analyst, Business Intelligence","New York, NY","Horizon Media, Inc.",,3.8,"1-3 years of experience in analytics, business intelligence, or a similar field. Create and maintain automated data tests to ensure high data quality across all…"
Research Analyst,"New York, NY 10022 (Midtown area)",Discovery,,4.1,"1-2 years relevant business experience at a media company, ad agency, market research firm or equivalent. The Research Analyst is responsible for learning and…"
Data Analyst,"New York, NY",Fragomen,,3.1,One year or more of immigration paralegal or analyst experience. Run and present audit reports to legal team to identify data gaps or inaccuracies.
Data Analyst,"Queens, NY",DEPT OF HEALTH/MENTAL HYGIENE,"$75,504 - $86,830 a year",4.1,Experience working with survey data and administrative data. A doctorate degree from an accredited college or university with specialization in an appropriate…
Data Research and Acceleration Analyst,"New York, NY","Two Sigma Investments, LLC.",,3.8,Applied data analysis experience with messy data. Communicating data-driven analysis and insights in the form of “data studies” that enable a nuanced…
ESG Research Analyst,"New York, NY 10022 (Midtown area)",Pzena Investment Management,,4.4,"As a successful analyst you will help the investment team identify and evaluate ESG issues for current and future investments, including producing research…"
Data Analyst,"Manhattan, NY",DEPARTMENT OF INVESTIGATION,"$55,000 - $60,000 a year",4.2,"Be familiar with Big Data platforms and Cloud tools data mining, data cleaning, data warehousing and structures and one or more RDBMS systems."
Business Systems Analyst (BSA),"New York, NY",Salesforce,,4.3,Bachelor’s degree or industry equivalent. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement…
Healthcare Data Scientist,"New York, NY",pulseData,,,Works with the data science and engineering team to normalize EHR and claims data into bespoke data schema. Combines clinical domain knowledge and data skills…
Data Analyst,"Syracuse, NY 13202 (Southwest area)","Cadaret, Grant & Co., Inc.",,,"Bachelor’s degree in business, business analytics, finance, or related field required. The Data Analyst responsibilities will include research and support for…"
"Business Analyst, Data","New York, NY",Neuberger Berman,,3.9,"We are looking for an experienced data analyst with knowledge of the asset management business This person should experience in analyzing, designing and…"
Senior Data Scientist,New York State,Galileo,,,Collaborate with internal Operations teams to understand their business needs and proactively suggest / build solutions leveraging data and analytics.
Data Visualization Analyst,"New York, NY 10022 (Midtown area)",Discovery,,4.1,"Using big data platforms, data warehousing and business intelligence technology, audience data, advanced analytics, data science, visualization, and self…"
Sr. Business Analyst,New York State,Kaleida Health,,3.6,Work with end data users at all levels of the organization to develop requirements for database and reporting design. No Weekends or Holidays Required.
"Associate, Data Analyst","New York, NY 10003 (Flatiron District area)",Global Strategy Group,,3.5,"Quantitative market research experience and knowledge of survey methodology and research preferred. Experience with large individual-level datasets, such as…"
Data Engineer,"Yonkers, NY 10703 (Nepera Park area)",Consumer Reports,,3.4,"Exposure to Tableau or data visualization tools. Develop and document data architecture artifacts - data dictionaries, data flows, data models (Conceptual /…"
"Data Analyst, Juba Plus","New York, NY 10013 (SoHo area)","Media Storm, LLC",,3.3,Use business intelligence tools and applications to deliver research findings to market teams. Demonstrated ability to conduct independent research utilizing…
COVID-19 Data Analyst - Temp,"Long Island City, NY 11101",Fund For Public Health In New York Inc,$35.24 an hour,,"Assist with management of imports and extracts of data from the COVID surveillance database (Maven) to exchange data with other critical databases (e.g., Test…"
"Finance, Full Time Analyst (North America - 2021)","Buffalo, NY 14207 (North Delaware area)",Citi,,3.9,"A critical business partner to each Global Product, Region and Discipline, providing the data and analysis to enable Citi's leaders to make sound decisions in…"
Database Administrator,"New York, NY",SS&C Technologies,,3.2,"Stay current with the database technologies. 5+ years database product knowledge preferred. Specifically, this position will be to perform the database…"
Data Engineer,New York State,Unite Us,,5.0,Execute a data architecture and infrastructure to meet business objectives. Develop ETL and data pipeline solutions to load data warehouse.
Financial Data Analyst,"Potsdam, NY 13676",St. Lawrence Health System,,3.7,"Retrieves and organizes data into required reporting formats. Maintain and update queries, reporting, configuration tables and data quality/control and data…"
Business Intelligence Developer,"New York, NY",Stanford Technology Partners,,,Acquire in depth knowledge of the company's business; Expertise in relational and multidimensional database schema; solving real-world business problems by…
Data Analyst,"New York, NY 10013 (SoHo area)",AdTheorent,,3.8,Path towards a data scientist role. We are looking to hire a results-oriented data analyst with experience in data analysis using SQL.
Data Analyst - TLV,"New York, NY",Diagnostic Robotics,,,"Research and analyze business and product data. Lead data and analytical focal point in different projects across business, product and R&D teams."
Data Scientist,"White Plains, NY 10601",White Plains Hospital,,4.0,"Expert technical knowledge in data warehousing, advanced analytics, and data visualization. Integrate data from disparate sources."
SICAS Remote Database Application Administrator - SUNY Oneonta,"Oneonta, NY",SUNY Oneonta,,4.5,Required qualifications: bachelor's degree; three to four years of technical experience supporting Banner and/or Oracle.
"Data Scientist, Analytics & Inference","New York, NY",Codecademy,,4.2,"3+ years of industry experience in a data science, analytics, or research role. Mentor and consult with a cross-functional team of data scientists, engineers,…"
Research Scientist,"Buffalo, NY 14260",University at Buffalo,,4.3,Perform technical tasks associated with research activity. Practical experience gained through an internship or a year’s employment in a professional position.
Data/Information Mgt Analyst,"New York, NY",Citi,,3.9,"This function covers incumbents responsible for various data activities, which include database administration, data analysis, maintenance, data quality, and…"
"Senior Specialist, Business Intelligence & Data Management","New York, NY 10286 (Tribeca area)",BNY Mellon,,3.5,Assists the business/clients to define data workflows or reporting requirements. Leads the analysis and development of internal data sets to create automated…
Business Analyst,"New York, NY 10016 (Gramercy area)",Progyny,,3.5,"Comfortable analyzing large sets of data (30M+ rows). You are an analytical minded person with 1-3 years of data analysis, reporting, and dashboarding…"
"Risk Data Analyst, Trust and Safety","New York, NY (Chelsea area)",Google,,4.3,"Relevant work experience in Internet-based risk, abuse, fraud, data protection or security. Bachelor's degree or equivalent practical experience."
Junior Information Systems Business Analyst,"Long Island City, NY 11101",Metro Group,,3.6,"This position will work in Metro Group’s Information Systems Department, defining and analyzing business / technical problems causing real life business…"
Senior Data Scientist (Americas - Remote),"New York, NY",Shopify,,3.9,"Design and implement end-to-end data pipelines: work closely with stakeholders to build instrumentation and define dimensional models, tables or schemas that…"
Business Intelligence Developer,"New York, NY 10007 (Tribeca area)",City Practice Group of New York LLC,,,"Understanding of data integration issues (validation and cleaning), familiarity with complex data and structures. Proven ability to lead cross-functional teams."
Data Analyst,"New York, NY",Success Academy Charter Schools,,2.4,Continuously partner with Network and School-based staff to understand school and business data needs and translate those requirements into high-quality work.
IT Business Data Analyst,"Manhattan, NY 10011 (Chelsea area)",New York Public Library,,4.1,"More than two years of experience as a data analyst, business intelligence analyst, market research analyst, financial analyst, statistician, or equivalent…"
"Senior Financial Analyst, Business Partner","New York, NY",Pearson,,3.7,Responsible for financial business partnering activities in support of the school operations and services organizations in the Online & Blended Learning…
Data Scientist,"New York, NY",Neuberger Berman,,3.9,Minimum 2 years of experience in data-driven investment research. Work with large structured and unstructured data from multiple sources to test equity research…
Research Engineer,"Brooklyn, NY",Accutar Biotechnology,,,Bachelor’s degree in computer science or a related field Experience in C and C++ Proficient in data structures and algorithms Strong desire to solve challenging…
Data Engineer,"New York, NY",Cedar Inc,,3.5,"Collaborate with data scientists, analysts, product managers and business development teams to understand data needs and transform these into usable data…"
Data Science Engineer,"New York, NY",Warner Music Group,,4.1,Build and maintain tables and APIs (or other endpoints) where model outputs can be read by dashboards or visualization tools.
"Analyst, Business Operations","New York, NY",OFF 5TH,,3.5,Utilize data to analyze chargeback data (vendor and bankcard) and fraud to allow for process refinement. Monitor expenses during the month and alert business…
Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,,,"Experience with R, Python, PySpark and data visualization software such as Tableau. Ability to efficiently construct data sets from large scale distributed…"
Big Data Engineer,"New York, NY 10019 (Midtown area)",Valiance Solutions,,,B.Tech or Master’s degree from a reputed university in Computer Science or equivalent disciplines. 1-3 years’ experience building software or web applications…
Junior Business Analyst,"New York, NY 10017 (Midtown area)",RSG Media,,4.0,1-3 years of experience as a business analyst. Help develop or revise training curriculum. You will be interacting with senior executives from our clients’…
