job_title,location,company,salary,rating,summary
Business Analyst Senior-NV,"Las Vegas, NV",Intermountain Healthcare,,3.8,Perform business analysis across systems and business divisions. 1 years of supervisory or management experience is preferred.
Communications Specialist Trainee (Formerly Dispatch Specialist Trainee),"Las Vegas, NV",Las Vegas Metropolitan Police Department,"$47,029 - $69,615 a year",4.5,"Criticall requires an Overall Data Entry score of 3700 keystrokes per hour or higher AND an Overall Non-Data Entry Score of 70% or higher, in order to pass."
Applications Programmer Analyst I/II,"Las Vegas, NV 89110 (Sunrise Manor area)",Southern Nevada Health District,$29.94 - $46.27 an hour,3.2,Develop and maintain the organization’s relational database systems; develop database backup and recovery plans; manage the database structure; perform…
Operations Specialist - US,"Las Vegas, NV",ZAGENO Inc,,,"Focus on excellent customer service while troubleshooting and solving issues, and explaining our platform. Provide visibility into the shipments of orders to…"
Developer Database III,"Las Vegas, NV",Everi Games Inc,,3.3,Provides input to the overall business intelligence strategy and develops solutions using various data sources.
Support Analyst,"Las Vegas, NV 89145 (Angel Park Lindell area)",GAN,,,Track record of influencing IT stakeholders and business partners. Work in close collaboration with business and application development teams.
Planning Analyst,"Las Vegas, NV",Allegiant Travel Company,,3.5,"Experience in business, economics and/or math, and ability to create spreadsheet models and produce relevant outputs are all beneficial."
PROGRAM ANALYST,"Nellis AFB, NV",US Department of the Air Force,"$65,614 - $102,242 a year",4.4,"Certain current or former term or temporary federal employees of a land or base management agency. May travel by military or commercial air to conferences,…"
Data Architect/Engineer (Principal/Senior Principal Applications Analyst),"North Las Vegas, NV 89030 (North Last Vegas area)","Mission Support and Test Services, LLC",,3.0,End-to-end data architectural accountability for defining and refining enterprise architecture for data warehousing and business intelligence solutions.
PLANNING TECHNICIAN,"Las Vegas, NV","Clark County, NV",$19.42 - $30.07 an hour,4.1,"The planning tech researches land use applications, such as waivers, design reviews and zone changes and also includes reviewing recorded plat or parcel maps…"
"Analyst I, Default QA/QC","Summerlin, NV",PennyMac,,3.0,"Perform audits on selected samples including, call recordings, data, documentation or other sample types. Perform audits to determine accuracy, consistency,…"
Financial Analyst,"Las Vegas, NV",Speed Commerce,,3.7,Two years’ experience as a financial analyst. Assemble and summarize data to structure sophisticated reports on financial status and risks.
Senior Financial Analyst,"Las Vegas, NV",University Medical Center of Southern Nevada,"$55,682 - $86,299 a year",3.7,Equivalent to a Bachelor's Degree in finance or business administration or related field and two (2) years of professional level experience in budget…
Administrator,"Las Vegas, NV",Worldwide Flight Services,,3.1,Associate's degree (A. A.) or equivalent from two-year college or technical school; or six months to one year related experience and/or training; or equivalent…
Deployment Specialist - GPS,"Las Vegas, NV 89169 (Paradise area)",Deloitte,,4.0,"Update schedule data with the outcomes of deployment activity or interactions with professionals, leveraging or collaborating with the Deployment Analyst Team,…"
Data Analyst (Senior/Principal Applications Analyst),"North Las Vegas, NV 89030 (North Last Vegas area)","Mission Support and Test Services, LLC",,3.0,"Anticipate internal and/or external business challenges including regulatory; recommend process, product or service enhancements."
Field Service Rep I,"Las Vegas, NV 89123",CDK Global,,3.2,Obtained or working towards CCNA (or equivalent) certification. CDK Global solutions automate and integrate critical processes from pre-sale targeted…
"Analyst, Inside Sales Rep - Pharmaceuticals","Las Vegas, NV 89101 (Cultural Corridor area)",Cardinal Health,,3.5,"Participate in projects and other initiatives inside and/or outside of the assigned area, department or business unit, as needed."
Commercial Financial Analyst,"Las Vegas, NV",Southern Glazer’s Wine and Spirits,,3.6,Bachelor’s Degree plus three years of experience; or an equivalent combination of education and experience. Support Commercial Finance team in building the P&L…
"Sr. Finance Data Analyst, Global Gaming Finance COE","Las Vegas, NV",Aristocrat Technologies,,3.4,"Three to five years’ experience in finance related data reporting, business intelligence, or related. Generate project reporting to facilitate business case…"
Financial Analyst - Operations,"Las Vegas, NV",Fanatics Inc.,,3.6,2+ years relevant experience in positions that require data and or statistical analysis. Our accounting and finance professionals are charged with taking a…
Sr. Intelligence Analyst,"Nellis AFB, NV 89191",Scientific Research Corporation,,3.9,"Help identify and integrate new and unexploited information systems or unique, friendly, enemy, or neutral information sources."
"Senior Data Engineer - Risk, Money and Safety","Las Vegas, NV 89107 (Michael Way area)",Uber,,3.7,4+ years of experience with data engineering and building data solutions. Design and develop end to end data solutions that serve business needs.
Operations Analyst,"Las Vegas, NV",Aristocrat Technologies,,3.4,"Bachelor’s or equivalent experience in Inventory Management, Accounting or Analytics. Support data analysis related to work order variance, inventory control…"
Developer Database III,"Las Vegas, NV",Everi Games Inc,,3.3,Provides input to the overall business intelligence strategy and develops solutions using various data sources.
Support Analyst,"Las Vegas, NV 89145 (Angel Park Lindell area)",GAN,,,Track record of influencing IT stakeholders and business partners. Work in close collaboration with business and application development teams.
Planning Analyst,"Las Vegas, NV",Allegiant Travel Company,,3.5,"Experience in business, economics and/or math, and ability to create spreadsheet models and produce relevant outputs are all beneficial."
PROGRAM ANALYST,"Nellis AFB, NV",US Department of the Air Force,"$65,614 - $102,242 a year",4.4,"Certain current or former term or temporary federal employees of a land or base management agency. May travel by military or commercial air to conferences,…"
Data Architect/Engineer (Principal/Senior Principal Applications Analyst),"North Las Vegas, NV 89030 (North Last Vegas area)","Mission Support and Test Services, LLC",,3.0,End-to-end data architectural accountability for defining and refining enterprise architecture for data warehousing and business intelligence solutions.
PLANNING TECHNICIAN,"Las Vegas, NV","Clark County, NV",$19.42 - $30.07 an hour,4.1,"The planning tech researches land use applications, such as waivers, design reviews and zone changes and also includes reviewing recorded plat or parcel maps…"
"Analyst I, Default QA/QC","Summerlin, NV",PennyMac,,3.0,"Perform audits on selected samples including, call recordings, data, documentation or other sample types. Perform audits to determine accuracy, consistency,…"
Financial Analyst,"Las Vegas, NV",Speed Commerce,,3.7,Two years’ experience as a financial analyst. Assemble and summarize data to structure sophisticated reports on financial status and risks.
Senior Financial Analyst,"Las Vegas, NV",University Medical Center of Southern Nevada,"$55,682 - $86,299 a year",3.7,Equivalent to a Bachelor's Degree in finance or business administration or related field and two (2) years of professional level experience in budget…
Administrator,"Las Vegas, NV",Worldwide Flight Services,,3.1,Associate's degree (A. A.) or equivalent from two-year college or technical school; or six months to one year related experience and/or training; or equivalent…
Credit Analyst,"Las Vegas, NV 89120 (Paradise area)",Western Alliance Bank,,3.2,"Familiarity with financial statements and ability to analyze business and financial data. Undergraduate degree in business, finance/accounting, or related field…"
"Analyst, Sportsbook Analytics","Las Vegas, NV 89119 (Enterprise area)",DraftKings,,4.2,"Ideally, you have 2+ years of business analytics or data science experience, preferably at a sportsbook or gaming provider."
Lead Data Engineer (remote),"Las Vegas, NV",ThoughtWorks,,4.2,You are comfortable taking data-driven approaches and applying data security strategy to solve business problems.
NOC Analyst (Jr.),"Las Vegas, NV",William Hill US,,3.2,"Understanding of Technical infrastructure such as networking, data interfaces, and data workflow. Associate Degree in Computer Science or other related field."
Building Engineer,"Las Vegas, NV 89120 (Paradise area)",Western Alliance Bank,,3.2,Bachelor’s degree from a four-year college or university and/or trade school equivalent; and four (4) or more years of related experience and/or training; or…
IT Systems Applications Analyst,"Las Vegas, NV 89135 (Summerlin North area)",Halo Loyalty,,,"Experience with SQL server/scripts, including database backups and restore. 3-5+ years hands-on technical experience with installing, configuring,…"
"Student Intern, Engineering (Las Vegas)","Las Vegas, NV 89146 (Buffalo area)",NV Energy,$13.13 - $23.63 an hour,3.8,All students must provide transcripts and verification of college/university enrollment in order to begin or continue employment.
Information Security Intern,"Las Vegas, NV 89118 (Enterprise area)",Scientific Games,,3.5,"As a result, certain SG employees may, among other things, be required to obtain a gaming or other license(s), undergo background investigations or security…"
Analyst - Global Risk Management,"Las Vegas, NV",Las Vegas Sands Corp.,,3.5,BBA degree preferably in risk management or business finance/mathematics. CPCU or ARM designation or work towards completion of same is preferred.
Advocate Customer Experience I,"Las Vegas, NV",Everi Games Inc,,3.3,Casino Experience (Marketing or IT). Customarily and regularly exercises discretion and independent judgment managing Everi training programs in accordance with…
Public Health Informatics Scientist I/II LIMITED TERM (Software Engineer Experience Preferred),"Las Vegas, NV 89110 (Sunrise Manor area)",Southern Nevada Health District,"$68,973 - $130,770 a year",3.2,Four years of work experience in informatics including experience in conducting and/or supporting scientific investigations or data architecture management.
Associate Software Quality Assurance Engineer,"Las Vegas, NV 89118 (Enterprise area)",Scientific Games,,3.5,"As a result, certain SG employees may, among other things, be required to obtain a gaming or other license(s), undergo background investigations or security…"
Field Branch Administrator,"Las Vegas, NV 89118 (Paradise area)",Schindler,,3.7,"High school diploma or equivalent required. Including Microsoft Word and Excel, database entry, payroll and accounts payable processing."
Revenue Integrity Analyst,"Las Vegas, NV",University Medical Center of Southern Nevada,"$70,096 - $108,659 a year",3.7,"Strength and agility to exert up to 20 pounds of force occasionally and/or an eligible amount of force frequently or constantly to lift, carry, push, pull or…"
Flight Test Data Processing Engineer (Level 3),"Nellis AFB, NV 89191",LOCKHEED MARTIN CORPORATION,,4.0,"Develop, test, and troubleshoot data processing algorithms for aircraft data. Experience with data management tools, methodologies, database support and IT…"
"Human Capital Analyst, Multiple Locations","Las Vegas, NV 89169 (Paradise area)",Deloitte,,4.0,"Conduct relevant research, data analysis, and create reports. Experience with consulting or project management supporting federal, state and/or local government…"
Settlement Analyst Lead,"Las Vegas, NV",Everi Games Inc,,3.3,Reviews supporting department spreadsheets ensuring all data is entered correctly and balances with corresponding settlement reports.
Real Time Analyst (remote),"Las Vegas, NV",Grand Rounds,,3.4,"Ensure all exceptions are accounted for and align to optimal business requirements. Bachelor's degree in Human Resources, Business Administration or related…"
SOC Analyst,"Las Vegas, NV","Take-Two Interactive Software, Inc.",,4.1,"The analyst is encouraged to participate in the continuous improvement of the SOC. Detect incidents through proactive ""hunting"" analysis of security-relevant…"
Sr. Database Administrator,"Las Vegas, NV 89134 (Summerlin North area)",Shift4 Payments,,2.3,"Possesses current database certifications – MCDBA or Azure Database Administrator. Lead the analysis of database requirements, including configuration, system…"
Sr Business Analyst - IT,"Las Vegas, NV",Las Vegas Sands Corp.,,3.5,Develop business/financial models and metrics to address business critical issues and prioritization. Demonstrated experience in business requirements analysis…
Specialist Customer Service III,"Las Vegas, NV",Everi Games Inc,,3.3,Creates product support documentation and contributes knowledge-based articles as required or needed. Maintains the security and confidentiality of all patron…
Senior Analyst - Business Operations (Remote),"Las Vegas, NV",Grand Rounds,,3.4,Assist in development or improvement of operational reporting and present analytics content to leadership and business partners.
Project Manager,"Clark County, NV",Intone Networks,,4.2,"Special Skills: • Child Welfare Information Systems (CWIS) experience, specifically with the State of NV UNITY Statewide Automated Child Welfare Information…"
"Deloitte Alumni: Talent Temporary Workforce – Lead, Talent Business Analyst","Las Vegas, NV 89169 (Paradise area)",Deloitte,,4.0,Analyzes data and fundamental information about the business and provides high level expertise and analytics. Undergraduate degree required (4 year).
CMS SEPSIS Measures Abstractor,"Las Vegas, NV 89128 (Desert Shores area)",Direct Difference,,,"Participates in data compilation for audits and (re)accreditation or site visits. The Data Abstractor’s key responsibility is to collect and submit accurate,…"
"Standards and Evaluation (Stan/Eval) Support (Nellis AFB, NV)","Nellis AFB, NV","RiverTech, LLC",,3.9,"Update data in PEX, future equivalent systems to PEX, and locally-developed computer database systems. Perform testing administrator duties/function for the…"
Purchasing Intern,"Las Vegas, NV",The Boring Company,,3.1,"Background in engineering, business, supply chain, or data analytics. Working toward or received a Bachelor’s degree."
Manual QA Engineer,"Las Vegas, NV",Harmonize,,,"Bachelor's degree (Math, Computer science or science preferred). We collect vital data from patients so that their doctors can make more informed decisions and…"
"Systems Administrator, Office of Information Technology [R0123532]","Las Vegas, NV 89154 (Paradise area)","University of Nevada, Las Vegas","$77,000 a year",4.1,How to proactively research and evaluate new technology. How to maintain applications and/or perform system version upgrades. How to ease system administration.
Credit Analyst,"Las Vegas, NV 89120 (Paradise area)",Western Alliance Bank,,3.2,"Familiarity with financial statements and ability to analyze business and financial data. Undergraduate degree in business, finance/accounting, or related field…"
"Analyst, Sportsbook Analytics","Las Vegas, NV 89119 (Enterprise area)",DraftKings,,4.2,"Ideally, you have 2+ years of business analytics or data science experience, preferably at a sportsbook or gaming provider."
Lead Data Engineer (remote),"Las Vegas, NV",ThoughtWorks,,4.2,You are comfortable taking data-driven approaches and applying data security strategy to solve business problems.
NOC Analyst (Jr.),"Las Vegas, NV",William Hill US,,3.2,"Understanding of Technical infrastructure such as networking, data interfaces, and data workflow. Associate Degree in Computer Science or other related field."
Building Engineer,"Las Vegas, NV 89120 (Paradise area)",Western Alliance Bank,,3.2,Bachelor’s degree from a four-year college or university and/or trade school equivalent; and four (4) or more years of related experience and/or training; or…
Global Partnerships Sales Director,"Las Vegas, NV",UFC,,4.2,"Eight or more years of sales/account management and relationship development experience in the media/marketing/sponsorship arena with major Fortune 500 brands,…"
System Analyst I (Payment Solutions),"Las Vegas, NV",Everi Games Inc,,3.3,"Utilizes system data, project team interactions, and information for extracting and creating comprehensive data status and delivery dates, reporting, and…"
Engineer - Data,"Las Vegas, NV",Las Vegas Sands Corp.,,3.5,"O In partnership with the Product Management team, provide subject matter expertise for determining business requirements to address business opportunities or…"
RCM AR Analyst - EPIC,"Las Vegas, NV",Allscripts,,3.6,High School Diploma or GED; One year certificate from college or technical school preferred. Participates and presents trends in client meetings via phone or…
Sales Strategy Analyst,"Las Vegas, NV 89113 (Spring Valley area)",IGT,,3.7,"Bachelor’s degree or equivalent. Financial Analysis, Statistics, Mathematics or Business Related. Gaming Industry experience with a gaming machine manufacturer…"
Patent Engineer,"Las Vegas, NV 89169 (Paradise area)",Armstrong Teasdale LLP,,4.4,Communication - Shares information by using data and information to support an argument or point of view; keeps team informed about progress and problems;…
Director of Analytics,"Las Vegas, NV",Curaleaf,,2.0,"Subject matter expert in data governance, master data management, and business intelligence. Five (5) years of experience leading or designing data analytics…"
Sourcer-Remote,"Las Vegas, NV","Side, Inc.",,1.6,3+ years of relevant sourcing experience required (either in-house or agency). Our stewardship of the data of many of our customers means that a background and…
Land Acquisition Analyst,"Las Vegas, NV",KB Home,,3.6,Education: Minimum of a Bachelor’s Degree or higher (Business and/or Finance preferred). Experience: 1-3 years of land acquisition transactional experience in…
Chief Financial Officer,"Las Vegas, NV 89119",Vensure Employer Services,,3.2,"Excellent knowledge of data analysis and forecasting methods. Proven experience as CFO, finance officer or relevant role."
Planning Analyst,"Las Vegas, NV 89105",Allegiant Airlines,,3.5,"Experience in business, economics and/or math, and ability to create spreadsheet models and produce relevant outputs are all beneficial."
Maintenance Planner,"North Las Vegas, NV",Lhoist,,3.3,High School Diploma or GED. Ensure CMMS software data files are complete and current. Some advanced training and/or college coursework directed toward an…
"Associate Engineer - CA, WA, NV, TX","Henderson, NV",The Lane Construction Corporation,,3.5,BS in Civil Engineering or Construction Management. 0-2 years of engineer experience in heavy/highway construction. Site visits and investigations as needed.
Senior Treasury Analyst,"Las Vegas, NV 89109 (The Strip area)",Caesars Entertainment,,3.8,"Development of material for the Senior Management Team or Board or Directors. 2-4 years of experience in financial planning, treasury or related role,…"
ERP Developer,"Las Vegas, NV",Wynn Las Vegas,,3.9,"Ability to blend creative, problem-solving and technical skills for refining existing theories or developing new system approaches to seize opportunities and…"
Sr. DEI Specialist-Talent Strategist,"Las Vegas, NV",Advance Auto Parts,,3.4,"Experience designing data-driven programs. S.) from four-year college or university; or equivalent training, education and experience Recent experience in a…"
Corporate Learning Coordinator,"Las Vegas, NV 89109 (The Strip area)",Caesars Entertainment,,3.8,Compiles quarterly data on organizational educational assistance expenditure. Creativity . Takes advantage of difficult or unusual situations to develop unique…
Systems Engineer I (Infrastructure Engineering & Support),"Las Vegas, NV",Everi Games Inc,,3.3,Bachelor’s Degree in Information Management or related field or combination of education and equivalent work experience preferred.
F-35 Mission Planner / OMS Administrator / Nellis AFB,"Nellis AFB, NV 89191",LOCKHEED MARTIN CORPORATION,,4.0,System administrator and COMSEC experience. Windows (administrator and general use experience). O Assists in Joint Mission Planning System (JMPS) installation…
ANALYST SENIOR DIRECT MARKETING,"Las Vegas, NV 89118 (Spring Valley area)",Boyd Gaming Corporate,,3.2,"Knowledge of relational database query tools, Access and gaming data. Write SQL Queries to extract marketing data from Boyd data warehouses."
Sales Representative - Uniform,"Las Vegas, NV",Cintas,,3.3,"Gathering and utilizing business intelligence on prospects to support sales calls, product presentations and driving new business. 401(k)/Profit Sharing/ESOP."
Behavior Technician,"Las Vegas, NV",Center for Autism & Behavior Analysis,,,Participate in meetings as requested by the behavior analyst. Assist the behavior analyst in developing reports and conducting assessments upon request.
Process Engineer II,"N Las Vegas, NV 89030 (North Last Vegas area)",Clearwater Paper,,3.3,Data analysis to reduce variability or improve performance. Participates in the development of less experienced engineers.
Tactical Data Link Operator,"Nellis AFB, NV 89191",Scientific Research Corporation,,3.9,"Provide subject matter expertise to the 526 IS on a variety of technical aspects, specifically intelligence data analysis and data link reporting."
Clinical Informatics Director (APRN/NP/PA-C),"Las Vegas, NV 89106 (West Las Vegas area)","Nevada Health Centers, Inc.",,,Collaborates with the Quality Department to identify clinical quality outcomes associated with existing or new clinical informatics programs that are being…
Unarmed Security Officer,"Las Vegas, NV",Strategic Security Corp,$12 an hour,3.1,Sound alarms or calls police or fire department in case of fire or presence of unauthorized persons. Watch for irregular or unusual conditions that may create…
Software Test Engineer II,"Las Vegas, NV 89119 (Paradise area)",Konami Gaming,,3.0,"Confers with engineering, and technical personnel to resolve testing problems, such as product or system malfunctions, incomplete test data and data…"
Marketing Technology Coordinator,"Las Vegas, NV 89169 (Paradise area)",Armstrong Teasdale LLP,,4.4,Executes business intelligence searches and generates reports for various departments. Processes bounced emails and researches contacts.
"Sales Associate - CoStar - Reno, NV","North Las Vegas, NV 89031 (North Last Vegas area)",CoStar Group,,3.0,"Two or more years of successful outside sales experience in a B2B environment selling Data, Research and Analytic platforms or tools, commercial real estate,…"
Lead - Site Services,"Las Vegas, NV",BGIS,,3.1,Bachelors or Associates Degree in a technical field or 3+ years’ experience in a lead engineer or site supervisor capacity.
Sales Consultant - Boise,"Las Vegas, NV 89123 (Paradise area)",Paychex Inc.,,3.6,"With your entrepreneurial drive, build your business through evaluation of our prospective clients’ human capital management needs."
Sr. Credit Analyst,"Las Vegas, NV 89120 (Paradise area)",Western Alliance Bank,,3.2,"Bachelor’s degree (BA) from a four (4) year college or university, and minimum of four (4) years or more related experience and/or training; or the equivalent…"
Instrumentation Engineer,"Nellis AFB, NV 89191",Intelligent Waves LLC,,3.9,"Applies experimental theories, new applications or developments to improve operations and/or resolve unique or complex/controversial problems, conditions, or…"
F-35 Effectiveness Analyst (OT&E) - Top Secret Clearance,"Las Vegas, NV 89109",AMERICAN SYSTEMS,,3.9,"Assist in the design/development of test measures, test data collection methodologies, and analysis of data. Provide subject matter expertise to government test…"
Analyst (Remote),"Las Vegas, NV",Seraph,,,Must have been an integral part of a minimum of (2) Green/Brown Field OEM or Tier 1 supplier automotive or aerospace launches or (3) significant advanced…
US Data Protection Senior Analyst,"Las Vegas, NV 89169 (Paradise area)",Deloitte,,4.0,"You work closely with management, leads, peers, development teams, business analysts, and end users to ensure data protection for systems are used by all areas…"
Engineer,"Las Vegas, NV 89110",JT4,,3.7,"Experience with ADS and/or Genesys. Experience with HFSS and/or CST Microwave Studio. Performs in a supervisor's role for engineers involved in the development,…"
"JT4 Operations/Test Analyst Positions located in Las Vegas, Nevada","Las Vegas, NV 89110",JT4,,3.7,"Develop advanced data analysis techniques and use of new tools or products. Analyze complex data sets, providing statistical computations and resolving data…"
Application Security Analyst,"Las Vegas, NV 89134 (Summerlin North area)",Shift4 Payments,,2.3,Work with information security analysts to refine web application penetration testing methods and breadth of security services.
System Administrator,"Las Vegas, NV 89109 (The Strip area)",Tutor Perini Corporation,,3.3,"Ensure the highest level of system and data security, including user access, remote access, email protection, web security and data center physical security."
PROFESSIONAL ENGINEER,"Las Vegas, NV",State of Nevada,"$63,747 - $95,672 a year",3.7,"Licensed Professional Engineers provide professional services involving the application of engineering principles and data, or activities in connection with…"
"Applications Software Engineers (Las Vegas, NV)","Las Vegas, NV 89101 (Downtown area)",Zappos.com,,4.1,"Develop, create, and modify our complex enterprise software applications for financial and data reporting. In lieu of a Bachelor’s degree, employer will accept…"
Network Engineer,"Las Vegas, NV 89118 (Enterprise area)",Verizon,,3.9,"Associate’s degree or two or more years of work experience. Experience with corporate data and reporting platforms (Excel, Tableau, Cheetah, or others)."
"Finance Analyst, D&D","Las Vegas, NV",Aristocrat Technologies,,3.4,Identify and monitor key business drivers to drive efficiencies. The Financial Analyst is a key member of the D&D FP&A team whose purpose is to provide accurate…
Project Manager,"Las Vegas, NV 89118 (Spring Valley area)",Lochsa Engineering,,4.3,"Communicate Opportunities – Communicate/present potential new business or resource information, competitive situations, or technology/regulatory factors to the…"
QA Engineer,"Las Vegas, NV 89145 (Angel Park Lindell area)",GAN,,,"Delivery of solutions according to business requirements. Collaboration with stakeholders, developers and Product to ensure transparent communication."
Sales Representative - Packaging,"Las Vegas, NV 89119",Veritiv,,3.3,Conducts research and analyzes data without supervision while providing technical guidance as needed in order to develop a comprehensive understanding of…
Digital Product Analyst,"Las Vegas, NV 89120 (Paradise area)",Western Alliance Bank,,3.2,"3-5 years of experience in banking, financial services, accounting/finance, business process re-engineering or technology preferred. What we are looking for:"
Linux System Administrator and Network Engineer,"Las Vegas, NV",SmartBee Technology,,,Configure and maintain PostgreSQL database with replication. Our design team includes software and hardware engineers who work together daily to bring our…
"Faculty Group Practice WFM Real Time Analyst *Las Vegas, Nevada*","Las Vegas, NV",NYU Langone,,4.1,"Develop technical and/or non-technical solutions to business needs and changes by gathering, compiling and reviewing information and data."
Community Outreach Coordinator,"Las Vegas, NV 89123 (Paradise area)",Coral Academy of Science Las Vegas,,3.1,"Associate Degree in communication, marketing, business, or related fields required. Build connections and opportunities with families, businesses, etc."
Eng Tech II,"Boulder City, NV 89005",Honeywell,,3.7,"This will enable you to support new products, processes, standards or operational plans within the organization's business strategies, with a direct impact on…"
Analytics Developer,"Las Vegas, NV 89165",Koch Business Solutions,,3.6,Assist in data investigation and exploratory data analysis to simplify and improve product development and business processes.
Certification Engineer,"Las Vegas, NV",Sportradar AG,,,"BS in Computer Science, Computer Engineering or a related field; equivalent experience acceptable. Work closely with clients’ IT departments and Sportradars'…"
Director of Software Test,"Las Vegas, NV",Motional,,,Bachelor's degree in an appropriate technical discipline or relevant experience. Proven capability to serve as an exceptional people manager (preferably of…
Software Engineer – Customer Service Information Systems,"Las Vegas, NV 89146 (Buffalo area)",NV Energy,"$107,100 a year",3.8,Some same-day or short duration travel to area field or business offices required. Knowledge or experience with the Banner CIS or ITRON Meter Data Management…
"Access Center Rep *Las Vegas, Nevada*","Las Vegas, NV",NYU Langone,,4.1,Minimum Qualifications: To qualify you must have a High School diploma or an equivalent is required plus 1 to 3 years of Contact Center or Customer Service…
Field Engineer II,"North Las Vegas, NV 89030 (North Last Vegas area)",JT4,,3.7,Associates Degree in Engineering/Computer Sciences or other technical discipline or formal academic/vocational/military training and a minimum of 7 or more…
IAM Analyst,"Las Vegas, NV 89169 (Paradise area)",Deloitte,,4.0,"Bachelor-level degree in Computer Science, Cyber Security, Information Technology, Information Sciences, or equivalent educational or professional experience…"
Senior Environmental Scientist,"North Las Vegas, NV 89030 (North Last Vegas area)","Mission Support and Test Services, LLC",,3.0,Graduate research experience may be recognized. Skill building experience must demonstrate either deeper technical specialization or additional cross…
"Intern, Logistics and Modernization Engineer","Nellis AFB, NV",Northrop Grumman,,4.0,Exclude technicians working in Production or Quality Assurance. Work from engineering drawings and written or verbal instructions.
Senior Financial Analyst,"Las Vegas, NV 89118 (Enterprise area)",Scientific Games,,3.5,"Experience in financial business case modeling and analysis. Design, produce and distribute departmental operating expense reports and accompanying analyses to…"
