job_title,location,company,salary,rating,summary
Business Intelligence and Analytics Engineer,"Houston, TX 77064",Foxconn,,4.0,Integrate data between operational systems and business reporting tools. Consolidate customer data into a standard format. Proficient in Excel and VBA.
"Research Scientist - Houston, TX","Houston, TX",Preferred Sands,,3.1,"Align work with business needs and relate technical expertise to business objectives. With limited supervision, design and execute experiments to evaluate…"
Business Intelligence and Analytics Engineer,"Houston, TX 77064",Foxconn,,4.0,Integrate data between operational systems and business reporting tools. Consolidate customer data into a standard format. Proficient in Excel and VBA.
"Research Scientist - Houston, TX","Houston, TX",Preferred Sands,,3.1,"Align work with business needs and relate technical expertise to business objectives. With limited supervision, design and execute experiments to evaluate…"
"Research Analyst, Intelligence","Houston, TX 77027 (River Oaks area)",Enverus,,3.6,"Experience with programming languages or databases (VBA, Python, SQL …). Assist with product development associated with Commercial intelligence Team to help…"
Azure Data Engineer,"Houston, TX",PRIMESOFT INC,$26 - $70 an hour,4.0,"Demonstrable experience in data platforms involving implementation of end to end data pipelines. Experience in data modeling, warehouse design and fact…"
Business Intelligence Engineer,"Houston, TX 77042 (West Houston area)",Empyrean Benefit Solutions,,2.5,Create and maintain data export packages for our client teams to integrate and transmit data to third parties. 4-6 year experience as a Developer.
Staff Analyst,"Houston, TX","City of Houston, TX","$70,000 - $75,000 a year",3.8,"Compiles data, produces information and interprets results through conclusion or recommendation formulation. Develops reports, special documents or publications…"
Business Analyst 1,"Houston, TX 77002 (Downtown area)",Willis Towers Watson,,3.7,Take initiative to proactively share knowledge and/or experience with team members. Set up and test data encryption and transmission protocols with client and…
Excel Expert Recovery Analyst/Data Scientist,"Houston, TX",Ed Mehlman and Associates,,,"Candidates can have any education background but a degree in computer science, data science, and/or finance is a plus."
Energy Data Analyst,"Houston, TX 77024 (Greater Memorial area)",Prudential Energy,,,Accountable for data accuracy in all workflow aspects. Contract data entry into back office software throughout contract lifecycle.
Data Engineer IT - Big Data Services,"Houston, TX",TTS Solutions Inc,$65 - $70 an hour,,"Assists data analysts and data scientists with query optimization, performance tuning, and data processing. *Architect end to end data solutions including data…"
Database Administrator,"Houston, TX 77005 (University Place area)",Rice University,,4.2,"Knowledge of Analytics/data warehousing. The Oracle database administrator (DBA) works closely with other DBA’s, developers, and infrastructure team members to…"
AWS Data Engineer,"Houston, TX 77074 (Westwood area)","Biz-Metric Partners, Inc.",,,"Design and build modern data pipelines, data streams, and data service Application Programming Interfaces (APIs). Job Types: Full-time, Contract."
Economic Analyst,"Houston, TX 77029 (Denver Harbor - Port Houston area)",Port Houston,"$60,000 - $70,000 a year",3.6,"Provide guidance and assistance to business lines on forecasting issues, business planning, and long-term trends in the economy affecting their respective…"
Business Analyst II,"Houston, TX 77073",Crane Worldwide,,3.0,Ability to translate business and technical conversations into field by field data mappings which developers will use to implement specific integrations.
Data Analyst II,"Houston, TX 77074 (Braeburn area)",The Harris Center for Mental Health and IDD,,3.5,"Use SQL to wrangle data from agency database solutions. Ability to extract and wrangle data found in external files, databases, and data lakes."
Data Analyst II,"Houston, TX 77074 (Braeburn area)",The Harris Center for Mental Health and IDD,,3.5,"Use SQL to wrangle data from agency database solutions. Ability to extract and wrangle data found in external files, databases, and data lakes."
Marketing Analyst/Consumer Research,"Alvin, TX","RiceTec, Inc.",,4.3,"Develop information analysis including weather and soil data, field management practices and market data, to provide best product positioning."
Data Warehouse and Artificial Intelligence Engineer,"Houston, TX 77064",Foxconn,,4.0,Wrangle data (a.k.a. data engineering) from a wide variety of complex data sets large volumes of data into normalized and enriched data sets.
Senior Data Scientist,"Houston, TX 77056 (Greater Uptown area)",Zdaly,"Up to $175,000 a year",,Minimum of Bachelor’s degree in a technical discipline. 5+ years of experience in full stack application development. Expert level knowledge of SQL Server.
SAP Security-A Roles Database Administrator,"Houston, TX",Aptidea,$50 an hour,,
Business Analyst,"Houston, TX 77070",Hewlett Packard Enterprise,,3.8,Responsible for managing AMS Backlog and Order Aging strategy through the management of data analytics and business processes.
Data Analyst,"Houston, TX 77043 (Spring Branch West area)",HOLE Group,,,"Designing and implementing asset-based data structures, such as PI AF. Python, MATLAB, or R, preferred.  Navigating through OSI PI toolset, PI Points."
Data Analyst (Houston),"Houston, TX",Tetra Tech,,3.8,"The ideal candidate will have 2+ years of experience in finance, accounting, data entry and/or business administration and must be able to or have:"
Customer Service Representative,"The Woodlands, TX 77380",Epsilyte LLC,$24 - $28 an hour,,HS Diploma or equivalent required. Bachelor’s Degree in Business or related field preferred. Manage the domestic and/or export order fulfillment process.
Business Intelligence Analyst,"Houston, TX 77036 (Sharpstown area)",Grenza,,,"Transform raw data into meaningful data and provide deeper insights of the Business Process. Required: Bachelor’s or higher degree in Computer Science, Computer…"
JD Edwards - Business Analyst,"Houston, TX 77002 (Downtown area)",Vigna Inc,"$70,000 - $90,000 a year",,Avalara or Vertex knowledge and experience. Bachelor’s degree in Accounting or Finance. Work closely with the BU’s functional representatives in the development…
Senior Business Analyst,"Houston, TX 77002 (Downtown area)",United Airlines Inc.,,4.0,"6 or more years IT and/or business experience, or any equivalent combination of experience, education, and/or training."
Data Scientist,"Houston, TX","Avetta, LLC",,,"Or iPhone one-tap (US Toll): +13462487799,2958301550# or +16699006833,2958301550#."
Principal Data Engineer,"Houston, TX",Chevron,,4.0,"Leverage data, software engineering, and data science techniques to create business value through data accessibility enabling data scientists to build and scale…"
Data Analyst,"Houston, TX 77036 (Sharpstown area)",Royal Technocrats,,,"Guide the business through data analysis and recommendations for data improvement. Work with stakeholders, both leadership and subject matter experts, to build…"
Operations Analyst,"Houston, TX 77092 (Spring Branch East area)",ManhattanLife,,4.0,The successful analyst will become a resource for data related questions and analysis. Successful analysts will then be asked to pursue progressive…
Business Analyst II,"Houston, TX",Centene Corporation,,3.2,"2-4 years of business process or data analysis experience, preferably in healthcare. Support business initiatives through data analysis, identification of…"
Business Intelligence Administrator,"League City, TX 77573",American National Family of Companies,,2.2,"Bachelor’s degree in Computer Science or related discipline, or equivalent work experience. The Business Intelligence Administrator is responsible for the…"
Machine Learning & Artificial Intelligence Data Scientist (600824),"Houston, TX 77084",Aramco Services Company,,3.8,Effectively collaborate with research and business partners across disciplines and cultures. Close collaboration with research and business partners in the US…
Data Analyst,"Stafford, TX 77477",Pareto Systems,,4.5,"Bach degree or foreign equiv degree in Info Sys, Comp Sci or related+ 24 mos rel exp. 2 years of experience developing data warehousing, BI projects, w/Power BI…"
Market Intelligence Analyst,"Houston, TX 77056 (Greater Uptown area)",Tricon Energy,,3.5,"Product knowledge in polymer and/or petrochemical markets. Aggregate large amounts of data, drawing meaningful conclusions from outputs."
IT Data Programmer Analyst,"Katy, TX 77449",Inframark,"$90,000 - $110,000 a year",2.7,Education/Experience: BS in computer science or equivalent experience and 4+ years of experience. Experience with: designing/developing Windows and browser…
Office Administrator,"Houston, TX 77008 (Independence Heights area)",Fulkrum Technical Resources,"$30,000 - $40,000 a year",4.9,"You will be expected to ensure that our database is up to date, and to input client/inspector data and reports into the system on a regular basis."
Excel Expert Software Engineer/Data Scientist,"Houston, TX",Ed Mehlman and Associates,,,"Candidates can have any education background but a degree in computer science, data science, and/or finance is a plus."
Financial Analyst,"Houston, TX 77057 (Greater Uptown area)",Stanmore Partners,"$40,000 - $65,000 a year",,Bachelor’s degree in Finance/Accounting or equivalent experience. A good job for someone just entering the workforce or returning to the workforce with limited…
Principal Data Modeling Analyst,"Houston, TX 77057 (Galleria-Uptown area)","Energy Harbor, LLC",,,Unable to sponsor or transfer H-1B visas at this time. Ability to work independently by self-identifying key focus areas and opportunities for data analytics.
BI Data Analyst,"Houston, TX 77007 (Rice Military area)","SCI Shared Resources, LLC",,3.1,"DUTIES : Responsible for BI (Business Intelligence) solutions design, development and deployment; Diagnose, research, monitor for and resolve SQL and database…"
Data Scientist- Center for Outcomes Research,"Houston, TX",Houston Methodist,,4.2,At least 4 years of experience in data analytics and/or database management in a healthcare organization. Obtain and maintain Epic® certification on one or both…
"Data Analyst, Consultant","Stafford, TX","Fiserv, Inc.",,3.4,You will work within Output Solutions to support the reporting and data needs for the business. Manage monthly ETL processes and performs data reconciliations.
Sr. Data Analyst,"Sugar Land, TX 77478",TDECU,,,Ability to identify key data sources and utilize data-driven insights to improve business decisions effectively. Proficient coding capability in R or Python.
BI Data Analyst,"Houston, TX 77007 (Rice Military area)","SCI Shared Resources, LLC",,3.1,"DUTIES : Responsible for BI (Business Intelligence) solutions design, development and deployment; Diagnose, research, monitor for and resolve SQL and database…"
Data Scientist- Center for Outcomes Research,"Houston, TX",Houston Methodist,,4.2,At least 4 years of experience in data analytics and/or database management in a healthcare organization. Obtain and maintain Epic® certification on one or both…
"Data Analyst, Consultant","Stafford, TX","Fiserv, Inc.",,3.4,You will work within Output Solutions to support the reporting and data needs for the business. Manage monthly ETL processes and performs data reconciliations.
Sr. Data Analyst,"Sugar Land, TX 77478",TDECU,,,Ability to identify key data sources and utilize data-driven insights to improve business decisions effectively. Proficient coding capability in R or Python.
Data Scientist,"Houston, TX 77021 (Southeast area)","Baylor Miraca Genetics Laboratories, LLC",,3.1,Master’s degree in data sciences or bioinformatics. Experience in analysis of transcriptome data. Familiarity with database activities including relational and…
Data/Software Engineer,,Playwire Media,,,"Knowledge of business intelligence tools, and the relationship between data and BI-type instrumentation. Architect and maintain data pipelines, data lakes, and…"
Market Research Analyst,"Sugar Land, TX",Industrial Info Resources,,3.1,"Skilled usage of research phone techniques, database entry skills, and demonstrated commitment to data quality. FT/PT Status: Regular Full Time."
"Sr. Analyst, Business Operations","Houston, TX",Homebase,,3.6,"Has experience with SQL, Looker, or other Data Viz tools; or a strong desire to learn. Gets a kick out of digging deep into data, structuring thoughts and…"
Data Scientist,"Houston, TX 77041 (Spring Branch North area)",TGS,,3.4,"In addition to extensive global geophysical and geological data libraries that include multi-client seismic data, magnetic and gravity data, digital well logs,…"
Analyst - Business Operations,"Sugar Land, TX 77478",Prime Communications,,2.5,"Understanding business and technology needs. Ability to work under pressure, multi-task, and handle customer complaints or requests."
Data Visualization Developer,"Houston, TX 77002 (Downtown area)",Deloitte,,4.0,Understand data visualization techniques and libraries and their applicability to business problems. Implement large-scale data ecosystems including data…
Senior Practice Administrator - Outpatient center 7:30A-5P,"Houston, TX 77061 (Golfcrest - Bellfort - Reveille area)",ChenMed,From $50 an hour,3.3,"Bachelor’s degree in Business Administration, Hospitality, Healthcare Administration or a related discipline with a minimum of 7 years’ related internal and/or…"
Database Administrator,"Houston, TX 77099 (Alief area)",Vega Soft,,,"A Database Administrator will provide direction and expertise to the organization regarding architecture, design and support of Oracle database technologies and…"
Research Intern - Energy Industry Data Scientist,"Houston, TX",Microsoft,,4.2,"Must be currently enrolled in a senior level MSc or PhD program in Computer Science, Statistics, or a related STEM field."
"Data Analyst (LiDar, Ortho/Imagery)","Houston, TX 77032",GeoDigital,,3.2,"Feature coding - 2D/3D feature coding and or quality control of collected LiDAR data. Post-secondary educational in Geography, GIS, Geomatics or other related…"
Database Administrator,"Houston, TX 77099 (Alief area)",Vega Soft,,,"A Database Administrator will provide direction and expertise to the organization regarding architecture, design and support of Oracle database technologies and…"
Research Intern - Energy Industry Data Scientist,"Houston, TX",Microsoft,,4.2,"Must be currently enrolled in a senior level MSc or PhD program in Computer Science, Statistics, or a related STEM field."
"Data Analyst (LiDar, Ortho/Imagery)","Houston, TX 77032",GeoDigital,,3.2,"Feature coding - 2D/3D feature coding and or quality control of collected LiDAR data. Post-secondary educational in Geography, GIS, Geomatics or other related…"
Medical Accounts Receivable Analyst (Data Entry),"Houston, TX 77040",Premier Medical Resources,,3.0,Updates information and scans into database. The ideal candidate will be responsible for maintaining our database by entering new and updated information into…
Data Scientist,"Houston, TX 77024 (Memorial area)","Group 1 Automotive, Inc.",,2.7,"Aggregate data from a variety of datasets, automate data collection and processing. Experience working with a retail, sales or product-based business is desired…"
Data/Software Engineer,,Playwire Media,,,"Knowledge of business intelligence tools, and the relationship between data and BI-type instrumentation. Architect and maintain data pipelines, data lakes, and…"
Business Analyst,"Houston, TX 77010 (Downtown area)",Lyondell Chemical Company,,3.6,Gather and evaluate requirements and data to provide recommendations and business justification for enhancements. Establish and conduct SAP process training.
Data Analyst,"The Woodlands, TX 77380",Memorial Hermann Health System,,4.0,"Education: Bachelors degree in health care administration, nursing, business or a related field. Stroke data experience strongly preferred."
"Business Analyst Internship, MBA","Spring, TX 77389",HP,,4.0,Manage complex data and business analyses to develop business plans and make recommendations that drive strategic decisions.
Engineer (603004),"Houston, TX 77002 (Downtown area)",Aramco Services Company,,3.8,"Bachelor of Science degree in an Engineering discipline from a recognized college or university, Chemical, Mechanical or Electrical Engineers with exposure to…"
GRADUATE ENGINEER/ TDO,"Houston, TX","City of Houston, TX",$28.96 - $31.93 an hour,3.8,Uses existing traffic counts and crash data to build a crash rate database to prioritize safety improvements. Requires graduation from an engineering or related…
Sr. Data Engineer,"Houston, TX 77032",iLink Systems Inc.,"$120,000 - $140,000 a year",,Design and develop data visualizations in Power BI. Basic understanding of Power BI and Azure data catelog *. Prepare documentation and architectural designs.
Project Engineer,"Houston, TX 77004 (Southeast area)",Abyss Solutions,,,"A technical or business Bachelor’s degree or 4+years professional work experience. Steps taken towards education or certifications in Project Management (PMP,…"
Data Analyst,"Houston, TX 77063 (Greater Uptown area)",BlueSprig,,2.8,"As an analyst, you will support all business needs, including all parts of the decision sciences process, including due diligence, internal business valuation."
"Senior Business Analyst, Operations","Houston, TX 77007 (Washington Avenue Coalition - Memorial Park area)","Envoy Mortgage, Ltd",,3.4,"Collect, interpret, and/or analyze data and information. Analyzes user requirements, procedures, and problems to automate or improve existing business process…"
Process Operator Trainee,"Alvin, TX 77511",Tessenderlo Group,,,A combination of either a Process Technology Certificate or Degree or equivalent process operating experience is required.
Entry-level Environmental Engineer/Scientist/Hydrogeologist,"Houston, TX 77098 (Greenway - Upper Kirby Area area)",GSI Environmental,,4.7,"Managing environmental data and databases. Experience with data management, review and analysis. A Bachelor's Degree or higher in Geology, Civil/Environmental…"
Behavior Technician,"Missouri City, TX 77459",Texas ABA Therapy,$15 - $18 an hour,,"Personal protective equipment provided or required. Therapists also analyze data and track progress. Sanitizing, disinfecting, or cleaning procedures in place."
Research Analyst,"Houston, TX 77041 (Spring Branch North area)",TGS,,3.4,"In addition to extensive global geophysical and geological data libraries that include multi-client seismic data, magnetic and gravity data, digital well logs,…"
Digital Marketing & Data Analyst,"Houston, TX 77046 (Greenway - Upper Kirby Area area)",FlightAware,,5.0,Tableau/data visualization experience highly desirable. Experience with data visualization tools such as Tableau a major plus.
Business Analyst,"Houston, TX 77099 (Alief area)",Vega Soft,,,"Work as a business analyst focusing on analyzing an organization or business domain and documents its business or processes or systems, assessing the business…"
Senior Research Scientist,"Houston, TX 77054 (Medical area)",UIH America Inc,,,Lead in design and execution of research projects independently or in collaboration with our academic and clinical partners.
IT Business Analyst,"Houston, TX 77046 (Montrose area)",Sunnova Energy Corp,,2.8,0-1 years of experience in business or systems analysis. May assist with data analysis related to any data migration related requirements.
Entry Level Jr. IT/Data Analyst- Prime Communications,"Sugar Land, TX 77478",Prime Communications,,2.5,"Identify, analyze, and interpret trends or patterns in complex data sets. Develop and implement databases, data collection systems, data analytics and other…"
Global Energy Perspective Analyst - Energy Insights,"Houston, TX 77075 (South Belt - Ellington area)",McKinsey & Company,,4.3,"Proven record of leadership in a work setting and/or through extracurricular activities. Advanced degree in management, engineering, economics or any other…"
FBCE Regional Administrator,"Houston, TX 77054 (South Main area)",Dept of Family & Protectve Svc,"$5,259 - $8,624 a month",3.4,Performs other duties as assigned to maintain business operations. Ability to track and manage data and outcome measures. Skilled in writing and composition.
Research Scientist,"Houston, TX 77054 (Medical area)",Dascena,,3.4,"PhD in Genetics, Molecular Biology, Biochemistry, Chemistry or a closely-related field with 3-5 years of relevant post-doc and/or industrial experience."
Analyst - Houston,"Houston, TX 77056 (Greater Uptown area)",Pearl Meyer,,,Strong data analysis skills and highly proficient with Microsoft Excel. Analyzing and synthesizing data sets to identify trends that are valuable to the client…
Ophthalmic Technician I,"Houston, TX 77030 (Medical Center Area area)",Baylor College of Medicine,,3.9,High school diploma or GED. Documents visual acuity; records spectacle data. The Department of Ophthalmology and the Cullen Eye Institute provide educational…
Data Analytics Engineer,"Houston, TX",TrendMiner,,,Perform data analysis to find the root-cause of identified issues. Collaborate with Customer Success Manager and Sales to find new business leads and…
Behavior Technician,"Missouri City, TX 77459",Texas ABA Therapy,$15 - $18 an hour,,"Personal protective equipment provided or required. Therapists also analyze data and track progress. Sanitizing, disinfecting, or cleaning procedures in place."
Research Analyst,"Houston, TX 77041 (Spring Branch North area)",TGS,,3.4,"In addition to extensive global geophysical and geological data libraries that include multi-client seismic data, magnetic and gravity data, digital well logs,…"
Institutional Wide Associate Financial Analyst for Facilities Department,,The University of Texas Health Science Center at Houston (UTHealth),,4.0,Prepare and analyze historical and projected financial data to provide senior management with valuable data upon which to make relevant financial decisions.
Digital Marketing & Data Analyst,"Houston, TX 77046 (Greenway - Upper Kirby Area area)",FlightAware,,5.0,Tableau/data visualization experience highly desirable. Experience with data visualization tools such as Tableau a major plus.
Data/Software Engineer,,Playwire Media,,,"Knowledge of business intelligence tools, and the relationship between data and BI-type instrumentation. Architect and maintain data pipelines, data lakes, and…"
Business Analyst,"Houston, TX 77099 (Alief area)",Vega Soft,,,"Work as a business analyst focusing on analyzing an organization or business domain and documents its business or processes or systems, assessing the business…"
Senior Research Scientist,"Houston, TX 77054 (Medical area)",UIH America Inc,,,Lead in design and execution of research projects independently or in collaboration with our academic and clinical partners.
IT Business Analyst,"Houston, TX 77046 (Montrose area)",Sunnova Energy Corp,,2.8,0-1 years of experience in business or systems analysis. May assist with data analysis related to any data migration related requirements.
Entry Level Jr. IT/Data Analyst- Prime Communications,"Sugar Land, TX 77478",Prime Communications,,2.5,"Identify, analyze, and interpret trends or patterns in complex data sets. Develop and implement databases, data collection systems, data analytics and other…"
Global Energy Perspective Analyst - Energy Insights,"Houston, TX 77075 (South Belt - Ellington area)",McKinsey & Company,,4.3,"Proven record of leadership in a work setting and/or through extracurricular activities. Advanced degree in management, engineering, economics or any other…"
FBCE Regional Administrator,"Houston, TX 77054 (South Main area)",Dept of Family & Protectve Svc,"$5,259 - $8,624 a month",3.4,Performs other duties as assigned to maintain business operations. Ability to track and manage data and outcome measures. Skilled in writing and composition.
Research Scientist,"Houston, TX 77054 (Medical area)",Dascena,,3.4,"PhD in Genetics, Molecular Biology, Biochemistry, Chemistry or a closely-related field with 3-5 years of relevant post-doc and/or industrial experience."
Analyst - Houston,"Houston, TX 77056 (Greater Uptown area)",Pearl Meyer,,,Strong data analysis skills and highly proficient with Microsoft Excel. Analyzing and synthesizing data sets to identify trends that are valuable to the client…
Ophthalmic Technician I,"Houston, TX 77030 (Medical Center Area area)",Baylor College of Medicine,,3.9,High school diploma or GED. Documents visual acuity; records spectacle data. The Department of Ophthalmology and the Cullen Eye Institute provide educational…
Data Analytics Engineer,"Houston, TX",TrendMiner,,,Perform data analysis to find the root-cause of identified issues. Collaborate with Customer Success Manager and Sales to find new business leads and…
Consulting Business Analyst,"Houston, TX 77002 (Downtown area)",EAG Services,,4.0,"Provide hands-on business and technical analyst activities while completing project deliverables. Collaborate with client, vendor and EAG team members to…"
Land Administration Analyst,"Houston, TX 77046 (Montrose area)",Magnolia Oil & Gas Operating LLC,,,"Experience converting or linking data from multiple software sources or databases. Experience building reports and/or dashboards using SQL, Power BI, Spotfire,…"
Database Administrator,"Houston, TX 77036 (Sharpstown area)",Grenza,,,"Audit user activities such as insert, update or delete data and maintain application integration to share the data between applications from the database."
Data Analysis / Engineer,"Houston, TX 77036 (Sharpstown area)",AC HOME,,,"Develop custom data repositories, content indexing and workflow. Bachelor's degree or at least 4 years of equivalent work experience."
eDiscovery Data Analyst,"Houston, TX 77094 (Memorial area)",Servient Inc,,,"Proficiency with data management services (e.g. loading data into database applications, conducting database search queries, developing reports for legal teams,…"
Machine Learning & Artificial Intelligence Data Scientist,"Houston, TX",aramcoservices,,,Effectively collaborate with research and business partners across disciplines and cultures. Close collaboration with research and business partners in the US…
FP&A Analyst,"Sugar Land, TX",Sigga USA LLC,,,"Minimum 2 years’ experience inanalysis, database experience and data visualization experience required. Collaborates with all parts ofthe business, including…"
GIS Analyst,"Houston, TX 77002 (Downtown area)","City of Houston, TX","$56,245 - $61,241 a year",3.8,Develop/Implement applications and workflows to support various clients with Geographic Information System (GIS) and data needs to meet critical business…
Operations Analyst,"Houston, TX 77027 (Greenway - Upper Kirby Area area)",Houston-Galveston Area Council,"$48,278 - $78,953 a year",,"Research new or improved business and management practices for application to operations. Develops, tracks, analyzes generates and reviews data, graphs and…"
Research Scientist,"Houston, TX 77084 (Addicks Park Ten area)",Utility Global,,,"2-7 years of experience in research, technology development, lab, or experimental environment preferred. Experience in a startup or small company environment…"
Population Health Analyst,"Houston, TX 77004 (Binz area)",Privia Health,"$75,000 - $80,000 a year",,"Experience with (or a desire to learn) Python or R for statistical analysis. Extract and transform data from Privia’s data warehouse, translate data into…"
Business Analyst - Reporting,"Houston, TX 77094 (Addicks Park Ten area)",G&A Partners,,3.6,1-2 years of experience working in a business analyst role or similar capacity or an equivalent combination of education and experience.
IT Data Scientist Intern,"Houston, TX 77012 (Harrisburg - Manchester area)",Huntsman,,3.9,"Partner with our data scientists in exploring and visualizing Huntsman related data, both structured and unstructured. Must have 3.0 or higher GPA."
Planning & Operations,"Spring, TX 77389",HP,,4.0,Supports data and business analyses to develop business plans. Measures business performance and compares actual data to forecasted values.
Data Analyst - Enriched Data (Affiliated entity with O'Connor),"Houston, TX 77018 (Oak Forest - Garden Oaks area)",O'Connor & Associates,,3.3,"SSMS (SQL Server Management Studio). Real Estate knowledge a plus, but not required."
"Production Chemical Engineer Intern, Summer 2021","Pasadena, TX",Kuraray America,,3.6,Currently enrolled in an accredited college or university. Run data analytics for C-703 under Production Engineer supervision. Must be at least 18 years of age.
Data Analyst,"Houston, TX","Two Sigma Investments, LLC.",,3.8,"Collaborate with business partners, software engineers, and other data analysts to understand business needs and then design and develop reliable data pipelines…"
Business Performance Analyst,"Houston, TX 77012 (Harrisburg - Manchester area)",Huntsman,,3.9,Translate financial data into business insight. Strong data and modelling experience with the ability to translate multiple data streams into business actions.
Business Analyst (Mid-Level),"Houston, TX",Tetra Tech,,3.8,"Works in cross-functional teams to address business or systems needs and issues. ITIL, IIBA Business Analyst, Prosci Change Management, or PMI PMP certification…"
Commercial Analyst (Power/NatGas),"Houston, TX 77098 (Greenway - Upper Kirby Area area)",Vitol Master,,,Deal entry and/or deal reconciliation. Continued development of Program enhancement and/or process improvements. Other development capabilities are a plus.
Technical Business Analyst,"Houston, TX",Publicis Sapient,,3.9,Full-time Bachelor’s /Master’s degree (Science or Engineering preferred) or equivalent experience. Extensive experience working in a consultant capacity with…
Lease Analyst II,"Houston, TX 77057 (Galleria-Uptown area)",Encino Energy LLC,,,Perform various data entry tasks. Review documents and data provided by brokers for incorporation into Quorum. Perform shut-in analysis and review.
Project Analyst I,"Houston, TX 77007 (Rice Military area)","SCI Shared Resources, LLC",,3.1,Runs queries and reports as needed in support of projects or as requested by department or Location Leadership. Maintains Activity Log for each project.
Internship Upstream Analyst,"Houston, TX",Solomon Associates,,4.4,Working with big financial data using PivotTable. Knowledge of any data analytics tools is a plus. Support data collection and analysis activities for Upstream…
Health and Welfare-Business Analyst 3,"Houston, TX 77002 (Downtown area)",Willis Towers Watson,,3.7,"Addresses all calc or data issues that impact carriers. You will contribute to the implementation of new services, and ongoing business by translating business…"
Data/Software Engineer,,Playwire Media,,,"Knowledge of business intelligence tools, and the relationship between data and BI-type instrumentation. Architect and maintain data pipelines, data lakes, and…"
Risk Analyst,"Houston, TX 77056 (Galleria-Uptown area)",Parkland (U.S.) Supply Corp.,,,"Maintain Risk related reference data in the ETRM system. Analyze and review proposed new products, portfolio strategies and transacting programs and participate…"
Financial Analyst,"Houston, TX 77002 (Downtown area)",9thWonder,,3.3,Relevant financial or business degree or equivalent experience. Reconciles transactions by comparing and correcting data. Prior M&A experience a plus.
Entry Level Software Engineer,"Houston, TX 77040 (Fairbanks - Northwest Crossing area)",Tokio Marine HCC,,3.3,"Make recommendations on priorities, design changes, improvements, and problem resolution that impact the team or department and support the changing business…"
Purchaser/Admin,"Houston, TX 77041",BiSN Oil Tools,,2.4,"Personal protective equipment provided or required. High school or equivalent (Preferred). Sanitizing, disinfecting, or cleaning procedures in place."
Health and Welfare-Business Analyst 3,"Houston, TX 77002 (Downtown area)",Willis Towers Watson,,3.7,"Addresses all calc or data issues that impact carriers. You will contribute to the implementation of new services, and ongoing business by translating business…"
Risk Analyst,"Houston, TX 77056 (Galleria-Uptown area)",Parkland (U.S.) Supply Corp.,,,"Maintain Risk related reference data in the ETRM system. Analyze and review proposed new products, portfolio strategies and transacting programs and participate…"
Financial Analyst,"Houston, TX 77002 (Downtown area)",9thWonder,,3.3,Relevant financial or business degree or equivalent experience. Reconciles transactions by comparing and correcting data. Prior M&A experience a plus.
Entry Level Software Engineer,"Houston, TX 77040 (Fairbanks - Northwest Crossing area)",Tokio Marine HCC,,3.3,"Make recommendations on priorities, design changes, improvements, and problem resolution that impact the team or department and support the changing business…"
Purchaser/Admin,"Houston, TX 77041",BiSN Oil Tools,,2.4,"Personal protective equipment provided or required. High school or equivalent (Preferred). Sanitizing, disinfecting, or cleaning procedures in place."
